I
1200 Version - data cycle 1911, build 20250921, metadata NavXP1200. FMS

12  48.727041667 -123.484361111     1968    11370   150      0.000  YYJ ENRT CY VICTORIA VOR/DME
 3  50.296944444 -107.690277778     2680    11740   150     16.000  YYN ENRT CY SWIFT CURRENT VOR/DME
12  50.296944444 -107.690277778     2680    11740   150      0.000  YYN ENRT CY SWIFT CURRENT VOR/DME
 3  48.612144444  -68.208986111      190    11590   150    -22.000  YYY ENRT CY MONT JOLI VOR/DME
12  48.612144444  -68.208986111      190    11590   150      0.000  YYY ENRT CY MONT JOLI VOR/DME
 3  43.658019444  -79.631430556      545    11215   150    -10.000  YYZ ENRT CY TORONTO VOR/DME
12  43.658019444  -79.631430556      545    11215   150      0.000  YYZ ENRT CY TORONTO VOR/DME
 3  53.252222222 -131.806972222       30    11410   150     19.000  YZP ENRT CY SANDSPIT VOR/DME
12  53.252222222 -131.806972222       30    11410   150      0.000  YZP ENRT CY SANDSPIT VOR/DME
 3  50.684138889 -127.365305556       36    11200   150     19.000  YZT ENRT CY PORT HARDY VOR/DME
12  50.684138889 -127.365305556       36    11200   150      0.000  YZT ENRT CY PORT HARDY VOR/DME
 3  50.232125000  -66.273863889        0    11450   150    -24.000  YZV ENRT CY SEPT-ILES VOR/DME
12  50.232125000  -66.273852778        0    11450   150      0.000  YZV ENRT CY SEPT-ILES VOR/DME
 2  59.641333333 -151.500275000        0      277    50      0.000  ACE ENRT PA KACHEMAK NDB
 2  51.871877778 -176.675988889        0      530    50      0.000  ADK ENRT PA MOUNT MOFFETT NDB
 2  62.949269444 -141.909780556        0      390    50      0.000  AES ENRT PA NABESNA NDB
 2  56.963916667 -133.911888889        0      223    25      0.000  AFE ENRT PA KAKE NDB
 2  60.385280556 -166.214383333        0      323    50      0.000  AIX ENRT PA NANWAK NDB
 2  68.136625000 -151.744227778        0      348    25      0.000  AKP ENRT PA ANAKTUVUK PASS NDB
 2  55.568622222 -133.081397222        0      229    50      0.000  AKW ENRT PA KLAWOCK NDB
 2  60.479822222 -146.587430556        0      233    50      0.000  ALJ ENRT PA ORCA BAY NDB
 2  67.105241667 -157.860150000        0      403    50      0.000  AMF ENRT PA AMBLER NDB
 2  61.590155556 -159.597891667        0      359    50      0.000  ANI ENRT PA ANIAK NDB
 2  62.641458333 -160.185333333        0      365    50      0.000  ANV ENRT PA ANVIK NDB
 2  48.873988889 -123.289919444        0      378    50      0.000   AP ENRT CY ACTIVE PASS NDB
 2  70.469063889 -157.427494444        0      350    50      0.000  ATK ENRT PA ATQASUK NDB
 2  58.737166667 -156.778308333        0      355    15      0.000  AUB ENRT PA CHINOOK NDB
 2  65.173883333 -152.205925000        0      212    50      0.000  BCC ENRT PA BEAR CREEK NDB
 2  58.999605556 -158.548275000        0      429    25      0.000  BTS ENRT PA WOOD RIVER NDB
 2  65.978663889 -161.146247222        0      325    25      0.000  BVK ENRT PA BUCKLAND NDB
 2  58.359325000 -134.699450000        0      212    50      0.000  CGL ENRT PA COGHLAN ISLAND NDB
 2  55.342172222 -131.690766667        0      396    50      0.000  CMJ ENRT PA CLAM COVE NDB
 2  61.171016667 -150.047669444        0      338    50      0.000  CMQ ENRT PA CAMPBELL LAKE NDB
 2  67.502386111 -148.469394444        0      263    50      0.000  CQR ENRT PA CHANDALAR LAKE NDB
 2  61.101750000 -155.568647222        0      281    50      0.000  CRN ENRT PA CAIRN MOUNTAIN NDB
 2  64.838583333 -147.495077778        0      257    50      0.000  CUN ENRT PA CHENA NDB
 2  60.086180556 -142.488763889        0      209    50      0.000  CYT ENRT PA YAKATAGA NDB
 2  61.790377778 -165.970061111        0      275    50      0.000  CZF ENRT PA CAPE ROMANZOF NDB
 2  61.340247222 -138.983269444        0      341    25      0.000   DB ENRT CY BURWASH NDB
 2  68.032486111 -162.904169444        0      429    25      0.000  DGG ENRT PA RED DOG NDB
 2  64.023455556 -145.686827778        0      347    50      0.000  DJN ENRT PA DELTA JUNCTION NDB
 2  53.905147222 -166.547866667        0      283    50      0.000  DUT ENRT PA DUTCH HARBOR NDB
 2  66.893188889 -151.563722222        0      391    50      0.000  EAV ENRT PA EVANSVILLE NDB
 2  58.170966667 -135.257916667        0      391    50      0.000  EEF ENRT PA ELEPHANT NDB
 2  58.656022222 -162.073744444        0      385    50      0.000  EHM ENRT PA CAPE NEWENHAM NDB
 2  55.296150000 -162.789241667        0      341    50      0.000  ELF ENRT PA ELFEE NDB
 2  64.494747222 -165.315097222        0      529    50      0.000  FDV ENRT PA FORT DAVIS NDB
 2  66.580027778 -145.212725000        0      242    50      0.000  FTO ENRT PA YUKON RIVER NDB
 2  63.781938889 -171.736733333        0      369    25      0.000  GAM ENRT PA GAMBELL NDB
 2  68.479033333 -149.498472222        0      417    25      0.000  GBH ENRT PA GALBRAITH LAKE NDB
 2  60.498755556 -145.474452778        0      404    50      0.000  GCR ENRT PA GLACIER RIVER NDB
 2  62.195544444 -145.467722222        0      248    50      0.000  GLA ENRT PA GLENNALLEN NDB
 2  55.315666667 -160.518394444        0      390    50      0.000  HBT ENRT PA BORLAND NDB
 2  66.901263889 -162.564383333        0      356    50      0.000  HHM ENRT PA HOTHAM NDB
 2  59.212091667 -135.430855556        0      245    50      0.000  HNS ENRT PA HAINES NDB
 2  48.825166667  -91.577611111        0      209    50      0.000   IB ENRT CY ATIKOKAN NDB
 2  55.070880556 -131.605008333        0      266    50      0.000  ICK ENRT PA NICHOLS NDB
 2  64.545691667 -149.076883333        0      525    25      0.000  ICW ENRT PA ICE POOL NDB
 2  59.748077778 -154.909638889        0      411    50      0.000  ILI ENRT PA ILIAMNA NDB
 2  57.047347222 -135.365797222        0      414    25      0.000  IME ENRT PA MOUNT EDGECUMBE NDB
 2  60.598680556 -151.211200000        0      379    50      0.000  IWW ENRT PA WILDWOOD NDB
 2  63.907711111 -160.811908333        0      382    50      0.000  JNR ENRT PA NORTH RIVER NDB
 2  64.936411111 -161.155136111        0      299    25      0.000  KKA ENRT PA KOYUK NDB
 2  68.871255556 -166.076005556        0      385    50      0.000  LUR ENRT PA CAPE LISBURNE NDB
 2  63.883886111 -152.316183333        0      227    50      0.000  MHM ENRT PA MINCHUMINA NDB
 2  61.124227778 -146.352222222        0      524    25      0.000  MNL ENRT PA MINERAL CREEK NDB
 2  64.695525000 -162.063711111        0      263    50      0.000  OAY ENRT PA NORTON BAY NDB
 2  59.543638889 -139.728169444        0      385    50      0.000  OCC ENRT PA OCEAN CAPE NDB
 2  60.474850000 -150.878763889        0      346    25      0.000  OLT ENRT PA SOLDOTNA NDB
 2  67.570111111 -162.972625000        0      414    25      0.000  OQK ENRT PA NOATAK NDB
 2  60.791308333 -161.872761111        0      251    50      0.000  OSE ENRT PA OSCARVILLE NDB
 2  56.954283333 -158.647566667        0      371    50      0.000  PDN ENRT PA PORT HEIDEN NDB
 2  62.331041667 -150.096411111        0      305    50      0.000  PEE ENRT PA PETERS CREEK NDB
 2  68.344630556 -166.798225000        0      221    50      0.000  PHO ENRT PA POINT HOPE NDB
 2  69.736477778 -162.996294444        0      362    50      0.000  PIZ ENRT PA POINT LAY NDB
 2  60.439444444 -134.861363889        0      329    50      0.000   PJ ENRT CY ROBINSON NDB
 2  54.263355556 -130.423938889        0      218    25      0.000   PR ENRT CY PRINCE RUPERT NDB
 2  70.222655556 -148.416213889        0      376    50      0.000  PVQ ENRT PA PUT RIVER NDB
 2  70.328038889 -149.635333333        0      290    25      0.000  PYC ENRT PA PITSAND NDB
 2  43.793333333  -66.126111111        0      206    50      0.000   QI ENRT CY YARMOUTH NDB
 2  49.753966667 -124.958052778        0      400    50      0.000   QQ ENRT CY COMOX NDB
 2  57.774816667 -152.324586111        0      394    50      0.000  RWO ENRT PA WOODY ISLAND NDB
 2  66.258086111 -166.052388889        0      365    50      0.000  SHH ENRT PA SHISHMAREF NDB
 2  56.854619444 -135.534352778        0      358    50      0.000  SIT ENRT PA SITKA NDB
 2  62.059386111 -163.281894444        0      230    50      0.000  SMA ENRT PA ST MARYS NDB
 2  57.157000000 -170.232991667        0      314    50      0.000  SPY ENRT PA ST PAUL ISLAND NDB
 2  56.464580556 -133.097375000        0      529    50      0.000  SQM ENRT PA SUMNER STRAIT NDB
 2  56.571905556 -169.647561111        0      399    50      0.000  SRI ENRT PA PRIBILOF NDB
 2  52.721997222  174.060286111        0      403    50      0.000  SYA ENRT PA SHEMYA NDB
 2  65.561730556 -167.924802778        0      347    50      0.000  TNC ENRT PA TIN CITY NDB
 2  59.063875000 -160.375666667        0      393    50      0.000  TOG ENRT PA TOGIAK NDB
 2  70.637608333 -160.009402778        0      338    50      0.000  UKK ENRT PA WAINWRIGHT VILLAGE NDB
 2  70.212175000 -151.000830556        0      241    50      0.000  UQS ENRT PA NUIQSUT VILLAGE NDB
 2  65.995161111 -153.693758333        0      272    50      0.000  UTO ENRT PA UTOPIA CREEK NDB
 2  71.282300000 -156.781269444        0      281    50      0.000  VIR ENRT PA BROWERVILLE NDB
 2  62.946858333 -155.557308333        0      350    50      0.000  VTR ENRT PA TAKOTNA RIVER NDB
 2  49.003333333 -122.750277778        0      332    50      0.000   WC ENRT CY WHITE ROCK NDB
 2  49.015394444 -122.487663889        0      344    50      0.000   XX ENRT CY ABBOTSFORD NDB
 2  49.046805556 -125.704111111        0      359    50      0.000  YAZ ENRT CY TOFINO NDB
 2  49.127869444 -123.871605556        0      251    25      0.000  YCD ENRT CY NANAIMO NDB
 2  46.371688889  -82.628288889        0      276    25      0.000  YEL ENRT CY ELLIOT LAKE NDB
 2  49.864363889  -92.849038889        0      413    50      0.000  YHD ENRT CY DRYDEN NDB
 2  48.644263889 -123.399358333        0      200    50      0.000   YJ ENRT CY VICTORIA NDB
 2  67.571175000 -139.846238889        0      284    25      0.000  YOC ENRT CY OLD CROW NDB
 2  50.118055556  -91.897777778        0      346    50      0.000  YXL ENRT CY SIOUX LOOKOUT NDB
 2  62.404166667 -140.861666667        0      239    25      0.000  YXQ ENRT CY BEAVER CREEK NDB
 2  53.196111111 -131.777250000        0      368    25      0.000   ZP ENRT CY SANDSPIT NDB
 2  42.940586111  -82.233513889        0      404    50      0.000   ZR ENRT CY SARNIA NDB
 2  50.699444444 -127.425555556        0      242    25      0.000   ZT ENRT CY PORT HARDY NDB
14  61.585214167 -149.053081250      233    40425 1648.0    113.340  R10 PAAQ PA 10 LP
16  61.594987500 -149.100639028      233    40425  40.0 300113.340  R10 PAAQ PA 10 W10A
 4  60.768491667 -161.846411111      106    11150    18  69683.436 IBET PABE PA 19R ILS-cat-I
 6  60.785136111 -161.829194444      106    11150    18 300203.436 IBET PABE PA 19R GS
12  60.768566667 -161.847602778      135    11150    25      0.000 IBET PABE PA BETHEL DME-ILS
14  60.794411111 -161.823400000      127    42707 800.0     23.423 R01L PABE PA 01L LPV
16  60.771769028 -161.843503472      127    42707  47.0 300023.423 R01L PABE PA 01L W01A
14  60.793645278 -161.819803750      122    81940 1536.0     23.436 R01R PABE PA 01R LPV
16  60.771006528 -161.839916806      122    81940  55.0 300023.436 R01R PABE PA 01R W01B
14  60.758400417 -161.851096528      116    99440 1536.0    203.437 R19L PABE PA 19L LPV
16  60.781041944 -161.831005417      116    99440  50.0 300203.437 R19L PABE PA 19L W19B
14  60.765186111 -161.849341667      102    70507 800.0    203.435 R19R PABE PA 19R LPV
16  60.787827361 -161.829248472      102    70507  51.8 300203.435 R19R PABE PA 19R W19A
14  65.970868750 -161.106829167       27    58041 1776.0    121.809  R11 PABL PA 11 LPV
