I
1200 Version - data cycle 1911, build 20250921, metadata NavXP1200. FMS

13  51.871075000 -176.674275000      329    11400   125      0.000  ADK ENRT PA MOUNT MOFFETT DME
13  56.963916667 -133.911888889      170    11440   125      0.000  AFE ENRT PA KAKE DME
13  60.385150000 -166.214761111       38    11290   125      0.000  AIX ENRT PA NANWAK DME
 3  58.724713889 -156.752347222       95    11280   130     16.000  AKN ENRT PA KING SALMON VORTAC
12  58.724238889 -156.752372222       95    11280   130      0.000  AKN ENRT PA KING SALMON VORTAC DME
13  55.568416667 -133.080947222       30    11580   125      0.000  AKW ENRT PA KLAWOCK DME
13  67.104605556 -157.858797222      258    11610   125      0.000  AMF ENRT PA AMBLER DME
 3  55.060408333 -131.578400000      184    11710   130     21.000  ANN ENRT PA ANNETTE ISLAND VOR/DME
12  55.060047222 -131.578788889      184    11710   130      0.000  ANN ENRT PA ANNETTE ISLAND VOR/DME
 3  60.784836111 -161.824330556      105    11410   130     14.000  BET ENRT PA BETHEL VORTAC
12  60.784836111 -161.824330556      105    11410   130      0.000  BET ENRT PA BETHEL VORTAC DME
 3  61.569455556 -149.967144444      180    11250   130     19.000  BGQ ENRT PA BIG LAKE VORTAC
12  61.569455556 -149.967144444      180    11250   130      0.000  BGQ ENRT PA BIG LAKE VORTAC DME
 3  64.004461111 -145.717247222     1230    11490   130     23.000  BIG ENRT PA BIG DELTA VORTAC
12  64.004461111 -145.717247222     1230    11490   130      0.000  BIG ENRT PA BIG DELTA VORTAC DME
 3  56.859408333 -135.551311111      260    11380   130     20.000  BKA ENRT PA BIORKA ISLAND VORTAC
12  56.859408333 -135.551311111      260    11380   130      0.000  BKA ENRT PA BIORKA ISLAND VORTAC DME
 3  71.273427778 -156.788116667       57    11620   130     19.000  BRW ENRT PA BARROW VOR/DME
12  71.273427778 -156.788116667       57    11620   130      0.000  BRW ENRT PA BARROW VOR/DME
 3  66.905008333 -151.535883333      637    11600   130     20.000  BTT ENRT PA BETTLES VOR/DME
12  66.905008333 -151.535883333      637    11600   130      0.000  BTT ENRT PA BETTLES VOR/DME
13  65.978861111 -161.145713889       24    11310   125      0.000  BVK ENRT PA BUCKLAND DME
 3  55.267294444 -162.773997222       99    11260   130     14.000  CDB ENRT PA COLD BAY VORTAC
12  55.267294444 -162.773997222       99    11260   130      0.000  CDB ENRT PA COLD BAY VORTAC DME
 3  61.776013889 -166.043436111     1434    11675   150     11.000  CZF ENRT PA CAPE ROMANZOF TACAN
12  61.776013889 -166.043436111     1434    11675   150      0.000  CZF ENRT PA CAPE ROMANZOF TACAN DME
13  68.032486111 -162.904169444      950    10860   125      0.000  DGG ENRT PA RED DOG DME
 3  58.994233333 -158.552219444       81    11640   130     15.000  DLG ENRT PA DILLINGHAM VOR/DME
12  58.994233333 -158.552219444       81    11640   130      0.000  DLG ENRT PA DILLINGHAM VOR/DME
13  53.904983333 -166.548813889      272    11390   125      0.000  DUT ENRT PA DUTCH HARBOR DME
 3  61.255008333 -149.769175000      226    11340   130     18.000  EDF ENRT PA ELMENDORF TACAN
12  61.255008333 -149.769175000      226    11340   130      0.000  EDF ENRT PA ELMENDORF TACAN DME
 3  64.653797222 -147.093947222      542    11510   130     19.000  EIL ENRT PA EIELSON TACAN
12  64.653797222 -147.093947222      542    11510   130      0.000  EIL ENRT PA EIELSON TACAN DME
 3  60.614702778 -151.195241667      115    11760   130     19.000  ENA ENRT PA KENAI VOR/DME
12  60.614702778 -151.195241667      115    11760   130      0.000  ENA ENRT PA KENAI VOR/DME
 3  62.784588889 -164.487533333       17    11780   130     14.000  ENM ENRT PA EMMONAK VOR/DME
12  62.784588889 -164.487533333       17    11780   130      0.000  ENM ENRT PA EMMONAK VOR/DME
 3  64.590011111 -149.072872222     1600    11580   130     21.000  ENN ENRT PA NENANA VORTAC
12  64.590011111 -149.072872222     1600    11580   130      0.000  ENN ENRT PA NENANA VORTAC DME
 3  64.800069444 -148.011975000     1526    10860   130     21.000  FAI ENRT PA FAIRBANKS VORTAC
12  64.800138889 -148.013569444     1526    10860   130      0.000  FAI ENRT PA FAIRBANKS VORTAC DME
 3  66.574252778 -145.276658333      449    11440   130     20.000  FYU ENRT PA FORT YUKON VORTAC
12  66.574252778 -145.276658333      449    11440   130      0.000  FYU ENRT PA FORT YUKON VORTAC DME
 3  64.738130556 -156.777150000      150    11480   130     17.000  GAL ENRT PA GALENA VOR/DME
12  64.738138889 -156.777150000      150    11480   130      0.000  GAL ENRT PA GALENA VOR/DME
13  63.781875000 -171.736777778       29    11450   125      0.000  GAM ENRT PA GAMBELL DME
 3  62.153752778 -145.447363889     1549    11560   130     23.000  GKN ENRT PA GULKANA VOR/DME
12  62.153752778 -145.447363889     1549    11560   130      0.000  GKN ENRT PA GULKANA VOR/DME
13  55.315819444 -160.519497222      130    11320   125      0.000  HBT ENRT PA BORLAND DME
 3  59.709430556 -151.456600000     1626    11460   130     15.000  HOM ENRT PA HOMER VOR/DME
12  59.709430556 -151.456600000     1626    11460   130      0.000  HOM ENRT PA HOMER VOR/DME
 3  61.514347222 -166.134480556       15    11520   130     13.000  HPB ENRT PA HOOPER BAY VOR/DME
12  61.514347222 -166.134480556       15    11520   130      0.000  HPB ENRT PA HOOPER BAY VOR/DME
 3  65.707875000 -156.363086111      187    11740   130     19.000  HSL ENRT PA HUSLIA VOR/DME
12  65.707875000 -156.363086111      187    11740   130      0.000  HSL ENRT PA HUSLIA VOR/DME
13  59.747525000 -154.910150000      168    11440   125      0.000  ILI ENRT PA ILIAMNA DME
 3  60.480952778 -146.599336111       48    11670   130     18.000  JOH ENRT PA JOHNSTONE POINT VOR/DME
12  60.480952778 -146.599336111       48    11670   130      0.000  JOH ENRT PA JOHNSTONE POINT VOR/DME
13  64.936411111 -161.155136111      119    11360   125      0.000  KKA ENRT PA KOYUK DME
 3  56.467708333 -133.083113889       98    11650   130     20.000  LVD ENRT PA LEVEL ISLAND VOR/DME
12  56.467708333 -133.083113889       98    11650   130      0.000  LVD ENRT PA LEVEL ISLAND VOR/DME
 3  62.951033333 -155.611380556      344    11550   130     19.000  MCG ENRT PA MC GRATH VORTAC
12  62.951033333 -155.611380556      344    11550   130      0.000  MCG ENRT PA MC GRATH VORTAC DME
 3  59.421805556 -146.350013889      133    11530   130     18.000  MDO ENRT PA MIDDLETON ISLAND VOR/DME
12  59.421805556 -146.350013889      133    11530   130      0.000  MDO ENRT PA MIDDLETON ISLAND VOR/DME
 3  64.696525000 -162.071269444       15    11630    40     16.000  MOS ENRT PA MOSES POINT VOR/DME
12  64.696525000 -162.071269444       15    11630    40      0.000  MOS ENRT PA MOSES POINT VOR/DME
 3  57.775036111 -152.339838889      133    11710   130     14.000  ODK ENRT PA KODIAK VOR/DME
12  57.774700000 -152.340505556      133    11710   130      0.000  ODK ENRT PA KODIAK VOR/DME
13  60.475300000 -150.878702778      237    11590   125      0.000  OLT ENRT PA SOLDOTNA DME
 3  64.485108333 -165.253175000       95    11500   130     11.000  OME ENRT PA NOME VOR/DME
12  64.485108333 -165.253175000       95    11500   130      0.000  OME ENRT PA NOME VOR/DME
13  67.569683333 -162.972663889       85    11020   125      0.000  OQK ENRT PA NOATAK DME
 3  62.947200000 -141.912608333     1779    11630   130     24.000  ORT ENRT PA NORTHWAY VORTAC
12  62.947200000 -141.912608333     1779    11630   130      0.000  ORT ENRT PA NORTHWAY VORTAC DME
 3  66.885683333 -162.539938889      121    11570   130     15.000  OTZ ENRT PA KOTZEBUE VOR/DME
12  66.885683333 -162.539938889      121    11570   130      0.000  OTZ ENRT PA KOTZEBUE VOR/DME
 3  70.199197222 -148.416158333       54    11390   130     17.000  SCC ENRT PA DEADHORSE VOR/DME
12  70.199197222 -148.416158333       54    11390   130      0.000  SCC ENRT PA DEADHORSE VOR/DME
 3  61.098580556 -155.634580556     2501    11720   130     18.000  SQA ENRT PA SPARREVOHN VOR/DME
12  61.098580556 -155.634580556     2501    11720   130      0.000  SQA ENRT PA SPARREVOHN VOR/DME
13  56.572200000 -169.648202778       95    11490   125      0.000  SRI ENRT PA PRIBILOF DME
 3  58.177661111 -135.258863889       40    11400   130     20.000  SSR ENRT PA SISTERS ISLAND VORTAC
12  58.177661111 -135.258863889       40    11400   130      0.000  SSR ENRT PA SISTERS ISLAND VORTAC DME
 3  52.718272222  174.062083333       67    10900   130      3.000  SYA ENRT PA SHEMYA VORTAC
12  52.718272222  174.062083333       67    10900   130      0.000  SYA ENRT PA SHEMYA VORTAC DME
 3  65.177125000 -152.177550000      394    11660   130     19.000  TAL ENRT PA TANANA VOR/DME
12  65.177125000 -152.177550000      394    11660   130      0.000  TAL ENRT PA TANANA VOR/DME
 3  61.167866667 -149.960141667       93    11315   130     18.000  TED ENRT PA ANCHORAGE VOR/DME
12  61.167722222 -149.959869444       93    11315   130      0.000  TED ENRT PA ANCHORAGE VOR/DME
 3  62.298377778 -150.105250000      568    11620   130     19.000  TKA ENRT PA TALKEETNA VOR/DME
12  62.298377778 -150.105250000      568    11620   130      0.000  TKA ENRT PA TALKEETNA VOR/DME
13  65.561730556 -167.924802778      248    11725   125      0.000  TNC ENRT PA TIN CITY DME
13  59.063566667 -160.374922222       11    11670   125      0.000  TOG ENRT PA TOGIAK DME
 3  63.692330556 -170.469902778       42    11730   130     10.000  ULL ENRT PA KUKULIAK VOR/DME
12  63.692330556 -170.469902778       42    11730   130      0.000  ULL ENRT PA KUKULIAK VOR/DME
 3  63.891941667 -160.684275000      436    11690   130     15.000  UNK ENRT PA UNALAKLEET VOR/DME
12  63.891941667 -160.684275000      436    11690   130      0.000  UNK ENRT PA UNALAKLEET VOR/DME
 3  49.476944444  -94.046666667     1312    11520   150      4.000  VBI ENRT CY SIOUX NARROWS VORTAC
12  49.476944444  -94.046666667     1312    11520   150      0.000  VBI ENRT CY SIOUX NARROWS VORTAC DME
 3  50.666944444 -104.889722222     1890    11420   150     14.000  VLN ENRT CY LUMSDEN VORTAC
12  50.666944444 -104.889722222     1890    11420   150      0.000  VLN ENRT CY LUMSDEN VORTAC DME
 3  45.925055556  -70.846038889     1609    11720   150    -15.000  VLV ENRT CY BEAUCE VOR/DME
12  45.925041667  -70.845922222     1609    11720   150      0.000  VLV ENRT CY BEAUCE VOR/DME
 3  66.599475000 -159.990827778       11    11420   130     16.000  WLK ENRT PA SELAWIK VOR/DME
12  66.599475000 -159.990827778       11    11420   130      0.000  WLK ENRT PA SELAWIK VOR/DME
 3  59.510830556 -139.648127778       41    11330   130     20.000  YAK ENRT PA YAKUTAT VOR/DME
12  59.510830556 -139.648127778       41    11330   130      0.000  YAK ENRT PA YAKUTAT VOR/DME
 3  49.909997222  -99.945663889     1381    11380   150     10.000  YBR ENRT CY BRANDON VORTAC
12  49.909997222  -99.945663889     1381    11380   150      0.000  YBR ENRT CY BRANDON VORTAC DME
 3  49.381555556 -120.373719444     5329    11390   130     16.000  YDC ENRT CY PRINCETON VORTAC
12  49.381555556 -120.373719444     5329    11390   130      0.000  YDC ENRT CY PRINCETON VORTAC DME
 3  45.895277778  -66.418888889       52    11300   150    -21.000  YFC ENRT CY FREDERICTON VORTAC
12  45.895277778  -66.418888889       52    11300   150      0.000  YFC ENRT CY FREDERICTON VORTAC DME
 3  45.255813889  -73.321288889      230    11580   130    -16.000  YJN ENRT CY ST JEAN VOR/DME
12  45.255813889  -73.321288889      230    11580   130      0.000  YJN ENRT CY ST JEAN VOR/DME
 3  45.888333333  -74.375833333        0    11670   150    -15.000  YMX ENRT CY MIRABEL VOR/DME
12  45.888333333  -74.375833333        0    11670   150      0.000  YMX ENRT CY MIRABEL VOR/DME
 3  45.441702778  -75.896933333      450    11460   150    -14.000  YOW ENRT CY OTTAWA VORTAC
12  45.441702778  -75.896933333      450    11460   150      0.000  YOW ENRT CY OTTAWA VORTAC DME
 3  46.705308333  -71.626261111      221    11280   150    -16.000  YQB ENRT CY QUEBEC VORTAC
12  46.705308333  -71.626261111      221    11280   150      0.000  YQB ENRT CY QUEBEC VORTAC DME
 3  42.249722222  -82.828944444      620    11380   150     -6.000  YQG ENRT CY WINDSOR VOR/DME
12  42.249722222  -82.828944444      620    11380   150      0.000  YQG ENRT CY WINDSOR VOR/DME
 3  43.825097222  -66.082430556      164    11330   150    -17.000  YQI ENRT CY YARMOUTH VOR/DME
12  43.825097222  -66.082430556      164    11330   150      0.000  YQI ENRT CY YARMOUTH VOR/DME
 3  49.634472222 -112.667808333     3109    11570   150     13.000  YQL ENRT CY LETHBRIDGE VOR/DME
12  49.634472222 -112.667808333     3109    11570   150      0.000  YQL ENRT CY LETHBRIDGE VOR/DME
 3  46.188955556  -64.570752778      172    11730   150    -18.000  YQM ENRT CY MONCTON VORTAC
12  46.188955556  -64.570752778      172    11730   150      0.000  YQM ENRT CY MONCTON VORTAC DME
 3  42.706713889  -80.887886111      780    11420   150     -8.000  YQO ENRT CY AYLMER VOR/DME
12  42.706713889  -80.887886111      780    11420   150      0.000  YQO ENRT CY AYLMER VOR/DME
 3  48.253766667  -89.437577778     1641    11410    40     -4.000  YQT ENRT CY THUNDER BAY VOR/DME
12  48.253766667  -89.437577778     1641    11410    40      0.000  YQT ENRT CY THUNDER BAY VOR/DME
 3  51.071388889  -93.761944444     1280    11400   150      3.000  YRL ENRT CY RED LAKE VOR/DME
12  51.071388889  -93.761944444     1280    11400   150      0.000  YRL ENRT CY RED LAKE VOR/DME
 3  46.629180556  -80.798230556     1120    11230   150    -10.000  YSB ENRT CY SUDBURY VOR/DME
12  46.629180556  -80.798230556     1120    11230   150      0.000  YSB ENRT CY SUDBURY VOR/DME
 3  45.316430556  -71.788147222      902    11320   150    -17.000  YSC ENRT CY SHERBROOKE VOR/DME
12  45.316430556  -71.788147222      902    11320   150      0.000  YSC ENRT CY SHERBROOKE VOR/DME
 3  45.407294444  -65.870222222      494    11350   150    -21.000  YSJ ENRT CY SAINT JOHN VOR/DME
12  45.407294444  -65.870222222      494    11350   150      0.000  YSJ ENRT CY SAINT JOHN VOR/DME
 3  48.571927778  -81.369955556        0    11300   150    -10.000  YTS ENRT CY TIMMINS VOR/DME
12  48.571927778  -81.369955556        0    11300   150      0.000  YTS ENRT CY TIMMINS VOR/DME
 3  45.615833333  -73.970833333      200    11630   150    -16.000  YUL ENRT CY MONTREAL VOR/DME
12  45.615833333  -73.970833333      200    11630   150      0.000  YUL ENRT CY MONTREAL VOR/DME
 3  49.077319444 -123.149072222       16    11590   130     17.000  YVR ENRT CY VANCOUVER VOR/DME
12  49.077319444 -123.149072222       16    11590   130      0.000  YVR ENRT CY VANCOUVER VOR/DME
 3  44.744722222  -81.105000000      730    11770    40     -8.000  YVV ENRT CY WIARTON VOR/DME
12  44.744722222  -81.105000000      730    11770    40      0.000  YVV ENRT CY WIARTON VOR/DME
 3  49.927769444  -97.239188889      820    11550   150      7.000  YWG ENRT CY WINNIPEG VORTAC
12  49.927769444  -97.239188889      820    11550   150      0.000  YWG ENRT CY WINNIPEG VORTAC DME
 3  52.236944444 -122.169722222     3662    11360   150     23.000  YWL ENRT CY WILLIAMS LAKE VORTAC
12  52.236944444 -122.169722222     3662    11360   150      0.000  YWL ENRT CY WILLIAMS LAKE VORTAC DME
 3  49.554986111 -116.087702778     7585    11210   150     16.000  YXC ENRT CY CRANBROOK VOR/DME
12  49.554986111 -116.087702778     7585    11210   150      0.000  YXC ENRT CY CRANBROOK VOR/DME
 3  43.037911111  -81.148930556      920    11720   150     -8.000  YXU ENRT CY LONDON VOR/DME
12  43.037911111  -81.148930556      920    11720   150      0.000  YXU ENRT CY LONDON VOR/DME
 3  60.618888889 -135.138888889     5285    11660   150     18.000  YXY ENRT CY WHITEHORSE VOR/DME
12  60.618888889 -135.138888889     5285    11660   150      0.000  YXY ENRT CY WHITEHORSE VOR/DME
 3  47.950541667  -84.823113889        0    11270   150     -6.000  YXZ ENRT CY WAWA VOR/DME
12  47.950541667  -84.823113889        0    11270   150      0.000  YXZ ENRT CY WAWA VOR/DME
 3  51.115000000 -113.881111111     3566    11670   150     20.000  YYC ENRT CY CALGARY VORTAC
12  51.115000000 -113.881111111     3566    11670   150      0.000  YYC ENRT CY CALGARY VORTAC DME
 3  48.727041667 -123.484361111     1968    11370   150     17.000  YYJ ENRT CY VICTORIA VOR/DME
