APPCH:010,A,VOR-A,CMI,CMI,K5,D, ,V  A,L,   ,PI, ,CMI,K5,D, ,      ,0000,0000,2500,0100,+,02500,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,A,VOR-A,CMI,CMI,K5,D, ,VE  , ,   ,CF, ,CMI,K5,D, ,      ,0000,0000,0250,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,S,VOR-A, ,CMI,K5,D, ,V  F, ,   ,IF, ,CMI,K5,D, ,      ,0000,0000,    ,    ,+,02300,     ,18000, ,   ,    ,   ,CMI,K5,D, , ,3,N,C;
APPCH:021,S,VOR-A, ,SD025,K5,P,C,E S , ,   ,CF, ,CMI,K5,D, ,      ,0250,0055,0250,0055,+,01540,     ,     , ,   , 000,   , , , , , ,3,N,C;
APPCH:030,S,VOR-A, ,MABNE,K5,P,C,EY M, ,   ,CF, ,CMI,K5,D, ,      ,0250,0073,0250,0018, ,01540,     ,     , ,   , 000,   , , , , , ,3,N,C;
APPCH:040,S,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0250,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:050,S,VOR-A, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1510,    , ,     ,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:060,S,VOR-A, ,OCTOE,K5,E,A,EY  , ,   ,CF, ,CMI,K5,D, ,      ,0616,0122,0620,0030,+,02500,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:070,S,VOR-A, ,OCTOE,K5,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2420,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,3,N,C;
RWY:RW09 ,     ,      ,00735,D,    , ,   ;N40084200,W088122710,0000;
RWY:RW18 ,     ,      ,00728,D,    , ,   ;N40091039,W088114741,0000;
RWY:RW27 ,     ,      ,00724,D,    , ,   ;N40084240,W088113558,0000;
RWY:RW36 ,     ,      ,00731,D,    , ,   ;N40083743,W088114687,0318;
