STAR:040,1,CLOWD1,GFS,TNP,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,2080,0175, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,CLOWD1,GFS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,1990,0151, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CLOWD1,ALL,CLOWD,K2,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,CLOWD1,ALL,TRM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,2010,0199, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SBONO1,BLH,BLH,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SBONO1,BLH,DECAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0374, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SBONO1,BLH,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0153, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,SBONO1,BLH,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SBONO1,DECAS,DECAS,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SBONO1,DECAS,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0153, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SBONO1,DECAS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SBONO1,EED,EED,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SBONO1,EED,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2160,0810, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SBONO1,EED,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SBONO1,GFS,GFS,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,SBONO1,GFS,ZELMA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1850,0222, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,SBONO1,GFS,JOTNU,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1850,0291, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,SBONO1,GFS,TNP,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,2080,0175, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,SBONO1,GFS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,1990,0151, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SBONO1,ALL,CLOWD,K2,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,SBONO1,ALL,SBONO,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,2520,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,SIZLR3,CLASN,CLASN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,SIZLR3,CLASN,MURDY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,SIZLR3,CLASN,GLRNO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,SIZLR3,CLASN,SIZLR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,SIZLR3,OYVEY,OYVEY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,SIZLR3,OYVEY,SOSHA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,SIZLR3,OYVEY,KARNY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,SIZLR3,OYVEY,RABBL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,SIZLR3,OYVEY,GLRNO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,SIZLR3,OYVEY,SIZLR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SIZLR3,ALL,SIZLR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,SIZLR3,ALL,MXIMO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,SIZLR3,ALL,HITOP,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,SIZLR3,ALL,PZUKY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,SIZLR3,ALL,BITTY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,16000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,SIZLR3,ALL,MORON,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,SIZLR3,ALL,FERNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,SIZLR3,ALL,PSP,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,5,SIZLR3,ALL,DEZZY,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,5,SIZLR3,ALL,DEZZY,K2,E,A,EE  , ,   ,FM, ,PSP,K2,D, ,      ,1240,0020,1240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R10,MORON,MORON,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R10,MORON,FETAR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0910,0045,+,12200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R10,MORON,ELECO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0910,0045,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R10,MORON,CIKUS,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,0910,0050,+,07700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,A,R10,MORON,FEMAK,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1800,0064,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R10,YUCCA,YUCCA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R10,YUCCA,FOLDI,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,1600,0040,+,09300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R10,YUCCA,CIKUS,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,1600,0039,+,07700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R10,YUCCA,FEMAK,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1800,0064,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R10, ,FEMAK,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:015,R,R10, ,HASOR,K2,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,1080,0050,+,03100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R10, ,JANEN,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1080,0025,+,02400,     ,     , ,   ,    ,   ,RW10,K2,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R10, ,NENIE,K2,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1020,0049,V,00800,00800,     , ,   ,-308,   , , , , , ,B,J,S;
APPCH:030,R,R10, ,RW10,K2,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1020,0021, ,00113,     ,     , ,   ,-308,   , , , , , ,B,J,S;
APPCH:040,R,R10, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1020,    ,+,00473,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R10, ,CILCA,K2,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R10, ,HENOM,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,1300,0204,+,03700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R10, ,HENOM,K2,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,1300,0040,+,03700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R28,CONES,CONES,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R28,CONES,AKIPE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,1730,0067,+,06100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R28,CONES,BIRGE,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2060,0050,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R28,MOMAR,MOMAR,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R28,MOMAR,BIRGE,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2980,0103,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R28,PSP,PSP,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R28,PSP,BIRGE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,1170,0220,+,03800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R28,PSP,BIRGE,K2,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,2960,0040,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R28,SHADI,SHADI,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R28,SHADI,AKIPE,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,2740,0143,+,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R28,SHADI,BIRGE,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2060,0050,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R28, ,BIRGE,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R28, ,CALID,K2,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,2960,0050,+,02300,     ,     , ,   ,    ,   ,CEKMA,K2,P,C, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R28, ,CEKMA,K2,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,2960,0055, ,00267,     ,     , ,   ,-348,   , , , , , ,B,J,S;
APPCH:040,R,R28, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2960,    ,+,00473,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R28, ,AKEGE,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R28, ,PSP,K2,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,2980,0095, ,03300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R28, ,PSP,K2,D, ,VE  ,L,   ,HM, , , , , ,      ,    ,    ,3040,0040,+,03300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,VOR-C,TRM,TRM,K2,D, ,VE A,R,   ,HF, , , , , ,      ,    ,    ,3095,T010,+,02900,     ,18000, ,   ,    ,   , , , , , ,0,N,C;
APPCH:020,S,VOR-C, ,TRM,K2,D, ,V  F, ,   ,IF, ,TRM,K2,D, ,      ,0000,0000,    ,    ,+,02900,     ,18000, ,   ,    ,   ,TRM,K2,D, , ,0,N,C;
APPCH:030,S,VOR-C, ,ZUVEL,K2,P,C,EY M, ,   ,CF, ,TRM,K2,D, ,      ,3095,0081,3095,0081, ,00960,     ,     , ,   , 000,   , , , , , ,0,N,C;
APPCH:040,S,VOR-C, ,PSP,K2,D, ,VYM , ,   ,CF, ,PSP,K2,D, ,      ,0000,0000,3000,0119,+,03300,     ,     , ,   ,    ,   , , , , , ,0,N,C;
APPCH:050,S,VOR-C, ,PSP,K2,D, ,VE  ,L,   ,HM, , , , , ,      ,    ,    ,3040,T010,+,03300,     ,     , ,   ,    ,   , , , , , ,0,N,C;
RWY:RW10 ,     ,-00100,00073,R,    , ,   ;N33450512,W116165596,0000;
RWY:RW28 ,     ,-00186,00051,R,    , ,   ;N33444485,W116160585,0300;
