APPCH:010,A,D18,SYI,SYI,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,SYI,GRAMA,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,SYI,GRAMA,K7,P,C,E  A,R,   ,PI, ,SYI,K7,D, ,      ,3400,0050,2950,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D18,SYI,GRAMA,K7,P,C,EE  , ,   ,CF, ,SYI,K7,D, ,      ,3400,0050,1600,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D18, ,GRAMA,K7,P,C,E  F, ,   ,IF, ,SYI,K7,D, ,      ,3400,0050,    ,    ,+,02300,     ,18000, ,   ,    ,   ,SYI,K7,D, ,B,0, ,S;
APPCH:030,D,D18, ,DICAT,K7,P,C,EY M, ,   ,CF, ,SYI,K7,D, ,      ,3400,0003,1600,0047, ,00839,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D18, ,GRAMA,K7,P,C,EY  ,R,   ,CF,Y,SYI,K7,D, ,      ,3400,0050,3400,0110,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D18, ,GRAMA,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1600,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R18,IBCUM,IBCUM,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1804,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R18,JOVNA,JOVNA,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R18,JOVNA,IBCUM,K7,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0902,0150,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R18,OKENE,OKENE,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R18,OKENE,IBCUM,K7,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,2715,0116,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R18, ,IBCUM,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R18, ,JECUC,K7,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,1804,0060,+,02500,     ,     , ,   ,    ,   ,RW18,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R18, ,KADTI,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1804,0024,V,01700,01704,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R18, ,RW18,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1804,0027, ,00844,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1804,    ,+,01050,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R18, ,UCELI,K7,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R18, ,UCELI,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0004,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36-Y,KUXYI,KUXYI,K7,E,A,EE  ,R,   ,HF, , , , , ,      ,    ,    ,0120,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R36-Y, ,KUXYI,K7,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R36-Y, ,UZYIM,K7,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,0120,0061,+,02400,     ,     , ,   ,    ,   ,WOZXO,K7,P,C, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R36-Y, ,WOZXO,K7,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0150,0044, ,00991,     ,     , ,   ,-299,   , , , , , ,B,J,S;
APPCH:040,R,R36-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0150,    ,+,01201,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R36-Y, ,KUGCE,K7,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R36-Y, ,IBCUM,K7,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,3576,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R36-Y, ,IBCUM,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1804,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R36-Z,ATWUS,ATWUS,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R36-Z,ATWUS,UCELI,K7,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0278,0090,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36-Z,LOYYI,LOYYI,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R36-Z,LOYYI,UCELI,K7,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0901,0186,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36-Z,UCELI,UCELI,K7,P,C,EE  ,R,   ,HF, , , , , ,      ,    ,    ,0004,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R36-Z, ,UCELI,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
