SID:010,1,ELMOO9,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0789,    ,+,01178,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ELMOO9,RW08, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ELMOO9,RW08,ELMOO,K2,E,A,EE  , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ELMOO9,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1551,    ,+,01178,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ELMOO9,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ELMOO9,RW15,ELMOO,K2,E,A,EE  , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ELMOO9,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2589,    ,+,01178,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ELMOO9,RW26, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ELMOO9,RW26,ELMOO,K2,E,A,EE  , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ELMOO9,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3351,    ,+,01178,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ELMOO9,RW33, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ELMOO9,RW33,ELMOO,K2,E,A,EE  , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OROSZ2,ALL,TILLR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,OROSZ2,ALL,OROSZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,OROSZ2,COREZ,OROSZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,OROSZ2,COREZ,BRRKK,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,OROSZ2,COREZ,MDWAY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,OROSZ2,COREZ,COREZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,OROSZ2,CSTRO,OROSZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , , , , ;
