SID:010,1,FAKES4,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0250,    ,+,00433,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FAKES4,RW02, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FAKES4,RW02,FAKES,PA,E,A,EE  , ,   ,CF, ,YAK,PA,D, ,      ,0985,0650,0985,0600,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FAKES4,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1150,    ,+,00433,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FAKES4,RW11, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FAKES4,RW11,FAKES,PA,E,A,EE  , ,   ,CF, ,YAK,PA,D, ,      ,0985,0650,0985,0600,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FAKES4,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2050,    ,+,00433,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FAKES4,RW20, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FAKES4,RW20,FAKES,PA,E,A,EE  , ,   ,CF, ,YAK,PA,D, ,      ,0985,0650,0985,0600,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FAKES4,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2950,    ,+,00433,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FAKES4,RW29, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FAKES4,RW29,FAKES,PA,E,A,EE  , ,   ,CF, ,YAK,PA,D, ,      ,0985,0650,0985,0600,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,YAK3,ALL,FAKES,PA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,YAK3,ALL,SOBCO,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,YAK3,ALL,YISPO,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,YAK3,ALL,YAK,PA,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,B29,YAK,YAK,PA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B29,YAK,CIMUF,PA,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B29,YAK,CIMUF,PA,P,C,EE A,L,   ,HF, ,YAK,PA,D, ,      ,1166,0120,2950,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,B29,YISPO,YISPO,PA,P,C,E  A, ,   ,IF, ,YAK,PA,D, ,      ,0985,0170,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,B29,YISPO,TATBE,PA,P,C,E   ,R,   ,AF, ,YAK,PA,D, ,      ,1162,0170,0985,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,B29,YISPO,CIMUF,PA,P,C,EE B, ,   ,CF, ,IYAK,PA,P,I,      ,1150,0109,2950,0050,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,B,B29, ,CIMUF,PA,P,C,E  I, ,   ,IF, ,IYAK,PA,P,I,      ,1150,0109,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,B,B29, ,JOTWI,PA,P,C,E  F, ,   ,CF, ,IYAK,PA,P,I,      ,1150,0046,2950,0063,+,01600,     ,     , ,   ,    ,   ,YAK,PA,D, , ,0,D,S;
