SID:010,4,ACSIN6,RW17R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1676,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ACSIN6,RW17R,CAVER,K2,P,C,E   , ,   ,CF, ,PSP,K2,D, ,      ,0137,1372,1994,0027, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ACSIN6,RW17R,DAWNI,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ACSIN6,RW17R,CAPTA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ACSIN6,RW17R,BAWLD,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,ACSIN6,RW17R,ACSIN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ACSIN6,RW35L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3476,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ACSIN6,RW35L,KITEE,K2,P,C,E   , ,   ,CF, ,PSP,K2,D, ,      ,0154,1463,0730,0066, ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ACSIN6,RW35L,JAMIA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ACSIN6,RW35L,SCAMR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ACSIN6,RW35L,ACSIN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ACSIN6,CIRQS,ACSIN,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ACSIN6,CIRQS,REELY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ACSIN6,CIRQS,TRALR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ACSIN6,CIRQS,BEERZ,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ACSIN6,CIRQS,CIRQS,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ACSIN6,DVC,ACSIN,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ACSIN6,DVC,REELY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ACSIN6,DVC,TRALR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ACSIN6,DVC,BEERZ,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ACSIN6,DVC,PGA,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ACSIN6,DVC,DVC,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ACSIN6,VERKN,ACSIN,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,ACSIN6,VERKN,REELY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ACSIN6,VERKN,TRALR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ACSIN6,VERKN,BEERZ,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,ACSIN6,VERKN,CIRQS,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,ACSIN6,VERKN,VERKN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLAMZ6,RW17R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1676,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLAMZ6,RW17R,CAVER,K2,P,C,E   , ,   ,CF, ,PSP,K2,D, ,      ,0137,1372,1994,0027, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLAMZ6,RW17R,DAWNI,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,FLAMZ6,RW17R,CAPTA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,FLAMZ6,RW17R,BAWLD,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,FLAMZ6,RW17R,ACSIN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,FLAMZ6,RW35L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3476,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,FLAMZ6,RW35L,KITEE,K2,P,C,E   , ,   ,CF, ,PSP,K2,D, ,      ,0154,1463,0730,0066, ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,FLAMZ6,RW35L,JAMIA,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,FLAMZ6,RW35L,SCAMR,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,FLAMZ6,RW35L,ACSIN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FLAMZ6, ,ACSIN,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,FLAMZ6, ,FLAMZ,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FLAMZ6,FLG,FLAMZ,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,FLAMZ6,FLG,GUMPZ,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,FLAMZ6,FLG,BRITN,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,FLAMZ6,FLG,FLG,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FLAMZ6,GUP,FLAMZ,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
