APPCH:010,A,R13,CASDU,CASDU,K4,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1362,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,CASDU,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,ZUTKI,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,1362,0061,+,01900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R13, ,YISUS,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1363,0025,V,01100,01112,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13, ,RW13,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1363,0025, ,00316,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1363,    ,+,00466,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,WEGRA,K7,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13, ,WEGRA,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,3164,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R18,WUSOV,WUSOV,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1809,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R18, ,WUSOV,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R18, ,VOYUB,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,1809,0060,+,01800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R18, ,OZINU,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1809,0023,+,01060,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:030,R,R18, ,RW18,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1809,0024, ,00620,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1809,    ,+,00620,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R18, ,CAKOP,K7,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R18, ,CAKOP,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0009,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,WEGRA,WEGRA,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,3164,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,WEGRA,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,EMOPE,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,3164,0060,+,01900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R31, ,YEYUR,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,3164,0023,+,01160,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:030,R,R31, ,RW31,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3164,0027, ,00800,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:040,R,R31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3164,    ,+,00672,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R31, ,CASDU,K4,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R31, ,CASDU,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1362,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R36,CAKOP,CAKOP,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0009,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R36, ,CAKOP,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R36, ,BOKPE,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0009,0063,+,01900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R36, ,ZUNLA,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0009,0028,+,01000,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:030,R,R36, ,RW36,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0009,0022, ,00720,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:040,R,R36, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0009,    ,+,00660,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R36, ,WUSOV,K7,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R36, ,WUSOV,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1809,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW13 ,     ,      ,00262,I,IHEZ,1,   ;N31371408,W091182123,0000;
RWY:RW18 ,     ,      ,00269,V,    , ,   ;N31371178,W091174365,0000;
RWY:RW31 ,     ,      ,00269,V,    , ,   ;N31362756,W091172933,0000;
RWY:RW36 ,     ,      ,00260,D,    , ,   ;N31362231,W091174451,0000;
