APPCH:010,A,I31,TOP,TOP,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I31,TOP,FALMU,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I31,TOP,FALMU,K3,P,C,EE A,L,   ,PI, ,TOP,K3,D, ,      ,1802,0153,1771,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I31, ,CFCJC,K3,P,C,E  I, ,   ,IF, ,IFOE,K3,P,I,      ,1320,0130,    ,    ,J,03000,02600,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I31, ,FALMU,K3,P,C,E  F, ,   ,CF, ,IFOE,K3,P,I,      ,1320,0070,3120,0060,H,02600,02600,     , ,   ,-300,   ,TOP,K3,D, , ,0,N,S;
APPCH:030,I,I31, ,RW31,K3,P,G,GY M, ,   ,CF, ,IFOE,K3,P,I,      ,1320,0023,3120,0047, ,01094,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3121,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I31, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I31, ,DIETS,K3,E,A,EY  , ,   ,CF, ,TOP,K3,D, ,      ,2310,0264,2310,0130,+,03700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I31, ,DIETS,K3,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2310,T010,+,03700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L31,TOP,TOP,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L31,TOP,FALMU,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L31,TOP,FALMU,K3,P,C,EE A,L,   ,PI, ,TOP,K3,D, ,      ,1802,0153,1771,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L31, ,CFCJC,K3,P,C,E  I, ,   ,IF, ,IFOE,K3,P,I,      ,1320,0130,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L31, ,FALMU,K3,P,C,E  F, ,   ,CF, ,IFOE,K3,P,I,      ,1320,0070,3120,0060,+,02600,     ,     , ,   ,    ,   ,TOP,K3,D, , ,0,N,S;
APPCH:030,L,L31, ,RW31,K3,P,G,GY M, ,   ,CF, ,IFOE,K3,P,I,      ,1320,0023,3120,0047, ,01094,     ,     , ,   ,-301,   , , , , , ,0,N,S;
APPCH:040,L,L31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3121,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L31, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L31, ,DIETS,K3,E,A,EY  , ,   ,CF, ,TOP,K3,D, ,      ,2310,0264,2310,0130,+,03700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,L,L31, ,DIETS,K3,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2310,T010,+,03700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R03,IDJOP,IDJOP,K3,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0347,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
