APPCH:030,R,R21, ,RW21,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2107,0052, ,01154,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R21, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2107,    ,+,01360,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R21, ,FAYYE,K5,E,A,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R21, ,FAYYE,K5,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0306,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R30,REKTE,REKTE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,REKTE,SAJSI,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2109,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,SAJSI,SAJSI,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,3008,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30,TIVDE,TIVDE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30,TIVDE,SAJSI,K5,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0308,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R30, ,SAJSI,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R30, ,WEDNE,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,3008,0060,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R30, ,JIBSU,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,3007,0031,V,01780,01792,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:030,R,R30, ,RW30,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3007,0020, ,01143,     ,     , ,   ,-304,   , , , , , ,B,J,S;
APPCH:040,R,R30, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3007,    ,+,01510,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R30, ,SAJSI,K5,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R30, ,SAJSI,K5,P,C,EE  ,R,020,HM, , , , , ,      ,    ,    ,3008,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW03 ,     ,+03004,01103,R,    , ,   ;N44321835,W089321177,0000;
RWY:RW12 ,     ,      ,01105,R,    , ,   ;N44324840,W089320717,0000;
RWY:RW21 ,     ,+03025,01110,I,ISTE,1,   ;N44331008,W089313061,0000;
RWY:RW30 ,     ,      ,01103,R,    , ,   ;N44323064,W089312356,0000;
