SID:010,4,BARII2,RW03L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0357,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BARII2,RW03L,BESST,K5,P,C,E   , ,   ,CF, ,ECK,K5,D, ,      ,2081,0625,0699,0051,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,BARII2,RW03L,SWNDL,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BARII2,RW03L,WERKN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BARII2,RW03L,HUUTZ,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BARII2,RW03R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0357,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BARII2,RW03R,BESST,K5,P,C,E   , ,   ,CF, ,ECK,K5,D, ,      ,2081,0625,0645,0053,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,BARII2,RW03R,SWNDL,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BARII2,RW03R,WERKN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BARII2,RW03R,HUUTZ,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BARII2,RW04L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0357,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
