STAR:010,1,JVL9,MCW,MCW,K3,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,JVL9,MCW,SUZYQ,K3,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,JVL9,MCW,VIKNG,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,JVL9,MCW,LARVA,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,JVL9,MCW,JIBOR,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,1,JVL9,MCW,BRIBE,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,1,JVL9,MCW,MYTCH,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,1,JVL9,MCW,JVL,K5,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,JVL9,ALL,JVL,K5,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,JVL9,ALL,BULLZ,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,JVL9,ALL,TEDDY,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,JVL9,ALL,KRENA,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,JVL9,ALL, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,CHDRR,CHDRR,K5,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,CHDRR,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,CHDRR,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,CHDRR,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,CHDRR,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,FAH,FAH,K5,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,FAH,KOHLL,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,FAH,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,FAH,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,FAH,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,FAH,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,FAH,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,MADII4,FAH,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,FGHRN,FGHRN,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,FGHRN,FAH,K5,D, ,V  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,FGHRN,KOHLL,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,FGHRN,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,FGHRN,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,FGHRN,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,FGHRN,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,MADII4,FGHRN,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,MADII4,FGHRN,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,FOLGO,FOLGO,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,FOLGO,FGHRN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,FOLGO,FAH,K5,D, ,V  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,FOLGO,KOHLL,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,FOLGO,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,FOLGO,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,FOLGO,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,MADII4,FOLGO,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,MADII4,FOLGO,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,MADII4,FOLGO,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,GRB,GRB,K5,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,GRB,FGHRN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,GRB,FAH,K5,D, ,V  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,GRB,KOHLL,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,GRB,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,GRB,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,GRB,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,MADII4,GRB,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,MADII4,GRB,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,MADII4,GRB,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,KOHLL,KOHLL,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,KOHLL,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,KOHLL,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,KOHLL,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,KOHLL,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,KOHLL,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,KOHLL,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,LGHRN,LGHRN,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,LGHRN,FGHRN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,LGHRN,FAH,K5,D, ,V  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,LGHRN,KOHLL,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL180,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,MADII4,LGHRN,GURNN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,MADII4,LGHRN,CHDRR,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,MADII4,LGHRN,ZANDI,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,MADII4,LGHRN,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,MADII4,LGHRN,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,MADII4,LGHRN,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,MADII4,ZANDI,ZANDI,K5,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,MADII4,ZANDI,HOPSS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,MADII4,ZANDI,HUNKA,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,MADII4,ZANDI,MADII,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MADII4, ,MADII,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,MADII4, ,SOOLU,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW04B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW04B,KURKK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW04B,VULCN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW04B,HIMGO,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW04B,HIMGO,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3228,1266,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW09B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW09B,KURKK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW09B,VULCN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW09B,HIMGO,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW09B,HIMGO,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3228,1266,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW10B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW10B,KURKK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW10B,VULCN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW10B,HIMGO,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW10B,HIMGO,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3228,1266,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW22B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW22B,KURKK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW22B,VULCN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW22B,HIMGO,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW22B,HIMGO,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3228,1266,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW27B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW27B,KURKK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW27B,VULCN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW27B,HIMGO,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW27B,HIMGO,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3228,1266,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,MADII4,RW28B,SOOLU,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,MADII4,RW28B,JORJO,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,MADII4,RW28B,MONKZ,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,MADII4,RW28B,TONIE,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,MADII4,RW28B,TONIE,K5,P,C,EE  , ,   ,FM, ,MZZ,K5,D, ,      ,3190,1170,0931,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,OXI7,BSV,BSV,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,OXI7,BSV,KUKEY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,OXI7,BSV,KULHY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,OXI7,BSV,SPANN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,OXI7,BSV,WATSN,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,1,OXI7,BSV,OXI,K5,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,OXI7,DJB,DJB,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,OXI7,DJB,KULHY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,OXI7,DJB,SPANN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,OXI7,DJB,WATSN,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,OXI7,DJB,OXI,K5,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,OXI7,FWA,FWA,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,OXI7,FWA,SPANN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,OXI7,FWA,WATSN,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,OXI7,FWA,OXI,K5,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,OXI7,VWV,VWV,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,OXI7,VWV,KULHY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,OXI7,VWV,SPANN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,OXI7,VWV,WATSN,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,OXI7,VWV,OXI,K5,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,OXI7,ALL,OXI,K5,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,OXI7,ALL,STYLE,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,OXI7,ALL,KORD,K5,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,SHAIN1,BDF,BDF,K5,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,SHAIN1,BDF,EZZRA,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,SHAIN1,BDF,PHLLP,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,17000,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,SHAIN1,BDF,TRIDE,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,16000,14000,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,SHAIN1,BDF,SHAIN,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,SHAIN1,CASHN,CASHN,K5,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,SHAIN1,CASHN,VINCA,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL340,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,SHAIN1,CASHN,MAROC,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL270,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,SHAIN1,CASHN,KELTS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,SHAIN1,CASHN,FNBAR,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,17000,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,SHAIN1,CASHN,TRIDE,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,16000,14000,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,SHAIN1,CASHN,SHAIN,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,SHAIN1,FTZ,FTZ,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,SHAIN1,FTZ,GROOV,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,SHAIN1,FTZ,CASHN,K5,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,SHAIN1,FTZ,VINCA,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL340,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,SHAIN1,FTZ,MAROC,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL270,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,SHAIN1,FTZ,KELTS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,SHAIN1,FTZ,FNBAR,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,17000,     , ,   ,    ,   , , , , , , , , ;
