STAR:040,5,PANGG3, ,IROCK,K5,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,PANGG3, ,HALIE,K5,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,PANGG3,RW04R,HALIE,K5,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,PANGG3,RW04R,OLCYK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,PANGG3,RW04R,TINLY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,PANGG3,RW04R,CTLER,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,PANGG3,RW04R,CTLER,K5,P,C,EE  , ,   ,FM, ,VIO,K5,D, ,      ,2402,1299,2785,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,PANGG3,RW13C,HALIE,K5,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,PANGG3,RW13C,OLCYK,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,PANGG3,RW13C,TINLY,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,PANGG3,RW13C,CTLER,K5,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,PANGG3,RW13C,CTLER,K5,P,C,EE  , ,   ,FM, ,VIO,K5,D, ,      ,2402,1299,2785,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,PANGG3,RW22L,HALIE,K5,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,PANGG3,RW22L,GERMN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,PANGG3,RW22L,LNANE,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,PANGG3,RW22L,STERE,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,PANGG3,RW31C,HALIE,K5,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,PANGG3,RW31C,HAADN,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,PANGG3,RW31C,HILLS,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,H04RY,BANER,BANER,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H04RY,BANER,CADON,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H04RY,BANER,CITGO,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:040,A,H04RY,BANER,YIPEE,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H04RY,OLCYK,OLCYK,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H04RY,OLCYK,SAVRD,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H04RY,OLCYK,HILND,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     ,-,210,    ,   , , , , , ,A,F,S;
APPCH:040,A,H04RY,OLCYK,YIPEE,K5,P,C,EE  ,R,061,RF, , , , , ,002440,3175,    ,0475,0038,+,01700,     ,     , ,   ,    ,   ,CFBDJ,K5,P,C, ,A,F,S;
APPCH:020,H,H04RY, ,YIPEE,K5,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   ,RW04R,K5,P,G, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031,A,182, ,   , ,   ,F,S;
APPCH:030,H,H04RY, ,RW04R,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00669,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H04RY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0475,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H04RY, ,EON,K5,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H04RY, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,0040,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H13CY,PLOPP,PLOPP,K5,P,C,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,18000,-,210,    ,   , , , , , ,A,F,S;
APPCH:020,A,H13CY,PLOPP,YUCAN,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H13CY,PLOPP,JUPIR,K5,P,C,EE  ,R,010,RF, , , , , ,002440,3175,    ,0575,0043, ,02000,     ,     ,-,210,    ,   ,CFCUO,K5,P,C, ,A,F,S;
APPCH:010,A,H13CY,TINLY,TINLY,K5,P,C,E  B, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H13CY,TINLY,OOPLA,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H13CY,TINLY,GIKLE,K5,P,C,E   ,R,010,RF, , , , , ,004020,3200,    ,0575,0068, ,02500,     ,     , ,   ,    ,   ,CFBDP,K5,P,C, ,A,F,S;
APPCH:040,A,H13CY,TINLY,JUPIR,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     ,-,210,    ,   , , , , , ,A,F,S;
APPCH:010,A,H13CY,ZABNU,ZABNU,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H13CY,ZABNU,TOYUL,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H13CY,ZABNU,GIKLE,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:040,A,H13CY,ZABNU,JUPIR,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     ,-,210,    ,   , , , , , ,A,F,S;
APPCH:010,H,H13CY, ,JUPIR,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,18000,-,210,    ,   ,RW13C,K5,P,G, ,A,F,S;
APPCH:020,H,H13CY, ,NIDEE,K5,P,C,E  F,R,010,RF, , , , , ,002440,0575,    ,1087,0022,+,02000,     ,     , ,   ,    ,   ,CFCUO,K5,P,C, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031,A,182,A,112, ,   ,F,S;
APPCH:021,H,H13CY, ,DULTE,K5,P,C,E R ,R,031,RF, , , , , ,002440,1087,    ,1375,0012, ,     ,     ,     , ,   ,-300,   ,CFCUO,K5,P,C, ,A,F,S;
APPCH:030,H,H13CY, ,RW13C,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00654,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H13CY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1375,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H13CY, ,EON,K5,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H13CY, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,0040,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H22LX,MIING,MIING,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,18000,-,210,    ,   , , , , , ,A,F,S;
APPCH:020,A,H22LX,MIING,FENCK,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H22LX,MIING,ZASIV,K5,P,C,EE  ,L,010,RF, , , , , ,002600,0904,    ,0028,0040,+,02900,     ,     ,-,180,    ,   ,CFBDK,K5,P,C, ,A,F,S;
APPCH:010,H,H22LX, ,ZASIV,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,18000, ,   ,    ,   ,RW22L,K5,P,G, ,A,F,S;
APPCH:011,H,H22LX, ,EGLUQ,K5,P,C,E   ,L,091,RF, , , , , ,001890,0028,    ,2725,0030,+,01900,     ,     , ,   ,    ,   ,CFBDL,K5,P,C, ,A,F,S;
APPCH:020,H,H22LX, ,YACHT,K5,P,C,E  F,L,041,RF, , , , , ,001890,2725,    ,2275,0015,+,01500,     ,     , ,   ,    ,   ,CFBDM,K5,P,C, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031,A,182, ,   , ,   ,F,S;
APPCH:030,H,H22LX, ,RW22L,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00656,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H22LX, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2275,    ,+,01300,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H22LX, ,EON,K5,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H22LX, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,0040,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H22LY,STERE,STERE,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H22LY,STERE,TACTT,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H22LY,STERE,SAILZ,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , ,A,F,S;
APPCH:040,A,H22LY,STERE,KEEEL,K5,P,C,EE  , ,091,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,H,H22LY, ,KEEEL,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,18000, ,   ,    ,   ,RW22L,K5,P,G, ,A,F,S;
APPCH:011,H,H22LY, ,JIBBB,K5,P,C,E   , ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,H,H22LY, ,YACHT,K5,P,C,E  F,L,031,RF, , , , , ,003100,2508,    ,2275,0013,+,01500,     ,     , ,   ,    ,   ,CFBDN,K5,P,C, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031,A,182, ,   , ,   ,F,S;
APPCH:030,H,H22LY, ,RW22L,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00656,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H22LY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2275,    ,+,01300,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H22LY, ,EON,K5,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H22LY, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,0040,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H31CY,HILLS,HILLS,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H31CY,HILLS,GLEAM,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H31CY,HILLS,RUNTS,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:040,A,H31CY,HILLS,HOBEL,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H31CY,KEMPZ,KEMPZ,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,18000,-,210,    ,   , , , , , ,A,F,S;
APPCH:020,A,H31CY,KEMPZ,TWEEN,K5,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:030,A,H31CY,KEMPZ,PRIUS,K5,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:040,A,H31CY,KEMPZ,HOBEL,K5,P,C,EE  ,L,010,RF, , , , , ,002440,0463,    ,3176,0038,+,01700,     ,     , ,   ,    ,   ,CFBKN,K5,P,C, ,A,F,S;
APPCH:020,H,H31CY, ,HOBEL,K5,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   ,RW31C,K5,P,G, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031, ,   , ,   , ,   ,F,S;
APPCH:030,H,H31CY, ,RW31C,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00660,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H31CY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3176,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H31CY, ,EON,K5,D, ,VY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H31CY, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,0040,+,02600,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,I04R,BANER,BANER,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I04R,BANER,CADON,K5,P,C,EE B, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0116,0475,0034,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I04R, ,CADON,K5,P,C,E  I, ,   ,IF, ,IHKH,K5,P,I,      ,2275,0116,    ,    ,J,04000,02400,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I04R, ,CITGO,K5,P,C,E  F, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0065,0470,0052,H,02400,02400,     , ,   ,-300,   ,CGT,K5,D, , ,0,N,S;
APPCH:030,I,I04R, ,RW04R,K5,P,G,GY M, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0010,0470,0054, ,00669,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I04R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0475,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I04R, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I04R, ,IGECY,K5,P,C,E   , ,   ,CF, ,EON,K5,D, ,      ,0010,0200,1810,0080, ,02100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I04R, ,EON,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:080,I,I04R, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I13C,DPA,DPA,K5,D, ,V  A, ,   ,FC, ,DPA,K5,D, ,      ,0000,0000,0848,0171,+,02600,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I13C,DPA,HEBKU,K5,P,C,EE B, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0112,0848,0020,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I13C, ,HEBKU,K5,P,C,E  I, ,   ,IF, ,IMDW,K5,P,I,      ,3176,0112,    ,    ,J,02600,02000,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I13C, ,HITOB,K5,P,C,E  F, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0053,1380,0060,H,02000,02000,     , ,   ,-300,   ,CGT,K5,D, , ,0,N,S;
APPCH:030,I,I13C, ,RW13C,K5,P,G,GY M, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0010,1380,0042, ,00654,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I13C, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1376,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I13C, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2200,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I13C, ,IGECY,K5,P,C,E   , ,   ,CF, ,EON,K5,D, ,      ,0010,0200,1810,0080, ,02300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I13C, ,EON,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:080,I,I13C, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I31C,HILLS,HILLS,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I31C,HILLS,GLEAM,K5,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I31C,HILLS,RUNTS,K5,P,C,EE  , ,   ,CF, ,IMXT,K5,P,I,      ,1376,0068,3176,0047,+,02500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I31C, ,RUNTS,K5,P,C,E  I, ,   ,IF, ,IMXT,K5,P,I,      ,1376,0068,    ,    ,J,02500,01700,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I31C, ,HOBEL,K5,P,C,E  F, ,   ,CF, ,IMXT,K5,P,I,      ,1376,0043,3180,0025,H,01700,01700,     , ,   ,-300,   ,CGT,K5,D, , ,0,N,S;
APPCH:030,I,I31C, ,RW31C,K5,P,G,GY M, ,   ,CF, ,IMXT,K5,P,I,      ,1376,0010,3180,0033, ,00660,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I31C, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3176,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I31C, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I31C, ,IGECY,K5,P,C,E   , ,   ,CF, ,EON,K5,D, ,      ,0010,0200,1810,0080, ,02100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I31C, ,EON,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:080,I,I31C, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L04R,BANER,BANER,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L04R,BANER,CADON,K5,P,C,EE B, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0116,0475,0034,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L04R, ,CADON,K5,P,C,E  I, ,   ,IF, ,IHKH,K5,P,I,      ,2275,0116,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L04R, ,CITGO,K5,P,C,E  F, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0065,0470,0052,+,02400,     ,     , ,   ,    ,   ,CGT,K5,D, , ,0,D,S;
APPCH:021,L,L04R, ,OLOXE,K5,P,C,E S , ,   ,CF, ,IHKH,K5,P,I,      ,2275,0035,0470,0029,+,01460,     ,     , ,   ,-301,   , , , , , ,0,D,S;
APPCH:030,L,L04R, ,RW04R,K5,P,G,GY M, ,   ,CF, ,IHKH,K5,P,I,      ,2275,0010,0470,0025, ,00669,     ,     , ,   ,-301,   , , , , , ,0,D,S;
APPCH:040,L,L04R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0475,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,L,L04R, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,L,L04R, ,IGECY,K5,P,C,E   , ,   ,CF, ,EON,K5,D, ,      ,0010,0200,1810,0080, ,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,L,L04R, ,EON,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,L,L04R, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,L13C,DPA,DPA,K5,D, ,V  A, ,   ,FC, ,DPA,K5,D, ,      ,0000,0000,0848,0171,+,02600,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L13C,DPA,HEBKU,K5,P,C,EE B, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0112,0848,0020,+,02600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L13C, ,HEBKU,K5,P,C,E  I, ,   ,IF, ,IMDW,K5,P,I,      ,3176,0112,    ,    ,+,02600,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L13C, ,HITOB,K5,P,C,E  F, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0053,1380,0060,+,02000,     ,     , ,   ,    ,   ,CGT,K5,D, , ,0,D,S;
APPCH:021,L,L13C, ,HISKO,K5,P,C,E S , ,   ,CF, ,IMDW,K5,P,I,      ,3176,0035,1380,0017,+,01440,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,L,L13C, ,RW13C,K5,P,G,GY M, ,   ,CF, ,IMDW,K5,P,I,      ,3176,0010,1380,0025, ,00654,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,L,L13C, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1376,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,L,L13C, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2200,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,L,L13C, ,IGECY,K5,P,C,E   , ,   ,CF, ,EON,K5,D, ,      ,0010,0200,1810,0080, ,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,L,L13C, ,EON,K5,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,L,L13C, ,EON,K5,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,L31C,HILLS,HILLS,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L31C,HILLS,GLEAM,K5,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,L31C,HILLS,RUNTS,K5,P,C,EE  , ,   ,CF, ,IMXT,K5,P,I,      ,1376,0068,3176,0047,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L31C, ,RUNTS,K5,P,C,E  I, ,   ,IF, ,IMXT,K5,P,I,      ,1376,0068,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L31C, ,HOBEL,K5,P,C,E  F, ,   ,CF, ,IMXT,K5,P,I,      ,1376,0043,3180,0025,+,01700,     ,     , ,   ,    ,   ,CGT,K5,D, , ,0,D,S;
APPCH:030,L,L31C, ,RW31C,K5,P,G,GY M, ,   ,CF, ,IMXT,K5,P,I,      ,1376,0010,3180,0033, ,00660,     ,     , ,   ,-301,   , , , , , ,0,D,S;
