APPCH:010,A,L04,BNA,BNA,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L04,BNA,HOGPA,K7,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L04,BNA,HOGPA,K7,P,C,E   , ,   ,FC, ,BNA,K7,D, ,      ,3075,0160,3075,0048,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,L04,BNA,INICA,K7,P,C,EE B, ,   ,CF, ,IONE,K7,P,I,      ,2166,0135,3075,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L04,INICA,INICA,K7,P,C,EE A,R,   ,HF, ,IONE,K7,P,I,      ,2166,0135,0366,T010,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L04, ,INICA,K7,P,C,E  I, ,   ,IF, ,IONE,K7,P,I,      ,2166,0135,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L04, ,JOGNA,K7,P,C,E  F, ,   ,CF, ,IONE,K7,P,I,      ,2166,0066,0370,0069,+,02500,     ,     , ,   ,    ,   ,BNA,K7,D, , ,0,N,S;
APPCH:030,L,L04, ,RW04,K7,P,G,GY M, ,   ,CF, ,IONE,K7,P,I,      ,2166,0011,0370,0055, ,00741,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,L,L04, , , , , ,  M , ,   ,VI, , , , , ,      ,    ,    ,0370,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L04, ,GRACI,K5,P,C,EY  , ,   ,CF, ,BNA,K7,D, ,      ,3480,0360,3480,0117,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L04, ,GRACI,K5,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1680,T010,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R04,INICA,INICA,K7,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0365,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04, ,INICA,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04, ,JOGNA,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0365,0069,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R04, ,NUDXY,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0366,0034,V,01400,01410,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R04, ,RW04,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0366,0021, ,00742,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0366,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04, ,CODCA,K5,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04, ,CODCA,K5,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2167,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,CODCA,CODCA,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,2167,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R22, ,CODCA,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R22, ,CIRPI,K7,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,2167,0069,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R22, ,WEVTO,K7,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,2167,0029,V,01560,01562,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R22, ,RW22,K7,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2167,0025, ,00766,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2167,    ,+,00975,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R22, ,INICA,K7,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R22, ,INICA,K7,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0365,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW04 ,     ,+01839,00701,R,IONE,0,   ;N36314943,W086553485,0000;
RWY:RW22 ,     ,      ,00706,R,    , ,   ;N36323475,W086545749,0000;
