SID:010,1,ARSNL5,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1606,    ,+,00800,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARSNL5,RW16B,GADZI,K6,P,C,E   ,R,   ,CF,Y,CSN,K6,D, ,      ,0870,0100,2670,0080, ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARSNL5,RW16B,CSN,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ARSNL5,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3406,    ,+,00800,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ARSNL5,RW34B,SHRLI,K6,P,C,E   ,L,   ,CF,Y,CSN,K6,D, ,      ,0560,0100,2360,0030, ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ARSNL5,RW34B,CSN,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,FLUKY,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,FLUKY,FLUKY,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,GVE,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,GVE,GVE,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,LDN,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,LDN,LDN,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,MOL,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,MOL,MOL,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,MRB,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,MRB,DAWNZ,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,ARSNL5,MRB,MRB,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ARSNL5,WITTO,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,ARSNL5,WITTO,WITTO,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
