APPCH:010,A,VOR-A,ARGUS,ARGUS,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,A,VOR-A,ARGUS,IPL,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,2540,0100,+,01700,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:010,A,VOR-A,IPL,IPL,K2,D, ,VE A,R,   ,HF, , , , , ,      ,    ,    ,2540,T010,+,02000,     ,18000, ,   ,    ,   , , , , , ,3,N,C;
APPCH:020,S,VOR-A, ,IPL,K2,D, ,V  F, ,   ,IF, ,IPL,K2,D, ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   ,IPL,K2,D, , ,3,N,C;
APPCH:030,S,VOR-A, ,MAJGY,K2,P,C,EY M, ,   ,CF, ,IPL,K2,D, ,      ,3127,0057,3130,0057, ,00560,     ,     , ,   , 000,   , , , , , ,3,N,C;
APPCH:040,S,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,00346,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:050,S,VOR-A, ,IPL,K2,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,3,N,C;
APPCH:060,S,VOR-A, ,IPL,K2,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,2540,T010,+,02000,     ,     , ,   ,    ,   , , , , , ,3,N,C;
RWY:RW08 ,     ,      ,-0055,D,    , ,   ;N32495558,W115352444,0000;
RWY:RW14 ,     ,      ,-0055,D,    , ,   ;N32503304,W115344545,0000;
RWY:RW26 ,     ,      ,-0055,D,    , ,   ;N32495560,W115343170,0000;
RWY:RW32 ,     ,      ,-0054,D,    , ,   ;N32494638,W115341691,0000;
