APPCH:010,A,R18,FASHE,FASHE,K5,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,FASHE,LUNGY,K5,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,LUNGY,LUNGY,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1797,0040,+,02300,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18, ,LUNGY,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18, ,LEHMN,K5,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   ,RW18,K3,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R18, ,COLOS,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,    ,    ,V,01260,01260,     , ,   ,-369,   , , , , , ,B,J,S;
APPCH:030,R,R18, ,RW18,K3,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,00476,     ,     , ,   ,-369,   , , , , , ,B,J,S;
APPCH:040,R,R18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1797,    ,+,00836,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18, ,FASHE,K5,E,A,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18, ,FASHE,K5,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2113,0050,+,02700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,S18,STL,STL,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,S18,STL,BYRNS,K5,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,S18,STL,BYRNS,K5,P,C,E  A,R,   ,PI, ,STL,K3,D, ,      ,0279,0100,3429,0100,+,02300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,S18,STL,BYRNS,K5,P,C,EE  , ,   ,CF, ,STL,K3,D, ,      ,0279,0100,2079,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,S,S18, ,BYRNS,K5,P,C,E  F, ,   ,IF, ,STL,K3,D, ,      ,0279,0100,    ,    ,+,02300,     ,18000, ,   ,    ,   ,STL,K3,D, , ,0,N,S;
APPCH:021,S,S18, ,NUPDE,K3,P,C,E S , ,   ,CF, ,STL,K3,D, ,      ,0279,0067,2079,0033,+,01160,     ,     , ,   ,-377,   , , , , , ,0,N,S;
APPCH:030,S,S18, ,RW18,K3,P,G,GY M, ,   ,CF, ,STL,K3,D, ,      ,0279,0050,2079,0017, ,00476,     ,     , ,   ,-377,   , , , , , ,0,N,S;
APPCH:040,S,S18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2079,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,S,S18, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,S,S18, ,FASHE,K5,E,A,EY  , ,   ,CF, ,STL,K3,D, ,      ,0313,0194,0313,0114,+,02700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,S,S18, ,FASHE,K5,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2113,T010,+,02700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
RWY:RW09 ,     ,      ,00434,D,    , ,   ;N38555658,W090255405,0000;
RWY:RW18 ,     ,      ,00433,R,    , ,   ;N38560063,W090255097,0000;
RWY:RW27 ,     ,      ,00436,D,    , ,   ;N38555633,W090252874,0000;
RWY:RW36 ,     ,      ,00436,D,    , ,   ;N38552307,W090255155,0000;
