APPCH:010,A,R09,JAXIL,JAXIL,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0958,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,SILLA,SILLA,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,SILLA,JAXIL,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,1858,0050,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,SSIMS,SSIMS,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,SSIMS,JAXIL,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,0058,0050,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,JAXIL,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,COPTI,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0958,0061,+,02600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R09, ,AWAVO,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,0959,0032,V,01540,01571,     , ,   ,-305,   , , , , , ,B,J,S;
APPCH:030,R,R09, ,RW09,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0959,0024, ,00794,     ,     , ,   ,-305,   , , , , , ,B,J,S;
APPCH:040,R,R09, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0959,    ,+,01155,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,GRUNI,K5,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R09, ,GRUNI,K5,P,C,EE  ,R,020,HM, , , , , ,      ,    ,    ,2762,0040,+,02800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,ANUZA,ANUZA,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R27,ANUZA,GRUNI,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,1862,0050,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R27,FISOD,FISOD,K5,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R27,FISOD,GRUNI,K5,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,0062,0050,+,02800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R27,GRUNI,GRUNI,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,2762,0040,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R27, ,GRUNI,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R27, ,DIZNO,K5,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,2762,0061,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,RW27,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2761,0053, ,00786,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R27, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2761,    ,+,01099,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R27, ,COPTI,K5,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R27, ,INDAF,K5,P,C,E   ,L,010,TF,Y, , , , ,      ,    ,    ,1861,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R27, ,ELMME,K5,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,1319,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:080,R,R27, ,ELMME,K5,P,C,EE  ,L,020,HM, , , , , ,      ,    ,    ,0795,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW05 ,     ,      ,00754,D,    , ,   ;N43371210,W084444553,0000;
RWY:RW09 ,     ,      ,00754,R,    , ,   ;N43371754,W084443952,0000;
RWY:RW23 ,     ,      ,00749,D,    , ,   ;N43372682,W084441822,0000;
RWY:RW27 ,     ,      ,00752,R,    , ,   ;N43371671,W084433155,0000;
