STAR:010,1,LENNI3,BXK,BXK,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LENNI3,BXK,LENNI,K2,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,0100,0259, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LENNI3,DRK,DRK,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LENNI3,DRK,HISTK,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,1680,0394, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,LENNI3,DRK,LENNI,K2,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,1900,0129, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LENNI3,PXR,PXR,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LENNI3,PXR,LENNI,K2,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,2959,0407, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LENNI3,ALL,LENNI,K2,P,C,EE H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
RWY:RW03L,     ,      ,01077,D,    , ,   ;N33312271,W112235483,0000;
RWY:RW03R,     ,      ,01071,D,    , ,   ;N33313656,W112232360,0000;
RWY:RW21L,     ,      ,01084,D,    , ,   ;N33324873,W112220447,0000;
RWY:RW21R,     ,      ,01084,D,    , ,   ;N33323567,W112223484,0000;
