SID:010,5,AKUMY3,RW02, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0174,    ,+,02502,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,AKUMY3,RW02,MUSDE,PA,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKUMY3,RW02,FIIAT,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKUMY3,RW02,INTON,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKUMY3,RW02,BOHNU,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKUMY3,RW02,AGEME,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AKUMY3,RW02,AKUMY,PA,E,A,EE H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,RNV-A,AKUMY,AKUMY,PA,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,0332,0070,+,09000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,HUXOD,HUXOD,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,HUXOD,AKUMY,PA,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,1129,0100,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNV-A,LICIT,LICIT,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNV-A,LICIT,AKUMY,PA,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,3134,0100,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNV-A, ,AKUMY,PA,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNV-A, ,GESTE,PA,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0332,0130,+,07400,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNV-A, ,UPINE,PA,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0337,0090, ,06100,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNV-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0337,    ,+,02506,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNV-A, ,DESCA,PA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNV-A, ,INTON,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,0059,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:070,R,RNV-A, ,BOHNU,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,2795,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:080,R,RNV-A, ,AGEME,PA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,1901,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:090,R,RNV-A, ,AKUMY,PA,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,1710,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:100,R,RNV-A, ,AKUMY,PA,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0332,0070,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW02 ,     ,      ,02053,D,    , ,   ;N68074244,W151451531,0000;
RWY:RW20 ,     ,      ,02106,D,    , ,   ;N68081947,W151435672,0000;
