SID:010,1,STIGR2,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1606,    ,+,00778,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,STIGR2,RW16, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,STIGR2,RW16,STIGR,K2,E,A,EY  ,R,   ,CF,Y,EHF,K2,D, ,      ,1958,0100,0158,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,STIGR2,RW16,STIGR,K2,E,A,EE  ,R,   ,HA, , , , , ,      ,    ,    ,1958,T010,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,STIGR2,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3406,    ,+,00778,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,STIGR2,RW34, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,STIGR2,RW34,STIGR,K2,E,A,EY  , ,   ,CF, ,EHF,K2,D, ,      ,1958,0100,1958,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,STIGR2,RW34,STIGR,K2,E,A,EE  ,R,   ,HA, , , , , ,      ,    ,    ,1958,T010,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D34,WOGIG,WOGIG,K2,P,C,E  A, ,   ,IF, ,EHF,K2,D, ,      ,1958,0230,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D34,WOGIG,ESYUP,K2,P,C,EE B,L,   ,AF, ,EHF,K2,D, ,      ,1392,0230,1958,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D34, ,ESYUP,K2,P,C,E  I, ,   ,IF, ,EHF,K2,D, ,      ,1392,0230,    ,    ,+,03200,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D34, ,ZUPNI,K2,P,C,E  F, ,   ,CF, ,EHF,K2,D, ,      ,1392,0170,3193,0060,+,02300,     ,     , ,   ,    ,   ,EHF,K2,D, , ,0, ,S;
APPCH:030,D,D34, ,RW34,K2,P,G,GY M, ,   ,CF, ,EHF,K2,D, ,      ,1392,0111,3192,0059, ,00426,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D34, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3192,    ,+,00778,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D34, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2600,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D34, ,STIGR,K2,E,A,EY  , ,   ,CF, ,EHF,K2,D, ,      ,1958,0100,1958,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D34, ,STIGR,K2,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1958,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R34,LOPES,LOPES,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,LOPES,LEBEC,K2,E,A,E  A, ,020,TF, , , , , ,      ,    ,    ,2558,0079,+,05700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R34,LOPES,UMKOW,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,3039,0083,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
