SID:010,2,ALT2E,RW05R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0450,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALT2E,RW05R,VSJ,LE,D, ,V   , ,   ,FA, ,VSJ,LE,D, ,      ,0000,0000,0550,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALT2E,RW05R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0270,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALT2E,RW05R,OSVAN,LE,E,A,E C , ,   ,CF, ,VSJ,LE,D, ,      ,0293,0234,3570,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALT2E,RW05R,ALT,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIME2A,RW23L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2250,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,DIME2A,RW23L,D210P,LE,P,C,E   , ,   ,CF, ,VSJ,LE,D, ,      ,2100,0160,2100,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIME2A,RW23L,DIMER,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PALO1A,RW05R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0450,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,PALO1A,RW05R,VSJ,LE,D, ,V   , ,   ,FA, ,VSJ,LE,D, ,      ,0000,0000,0550,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PALO1A,RW05R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PALO1A,RW05R,PALOS,LE,E,A,EEC , ,   ,CF, ,VSJ,LE,D, ,      ,1320,0180,1770,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PALO1B,RW23L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2250,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,PALO1B,RW23L,D210P,LE,P,C,E   , ,   ,CF, ,VSJ,LE,D, ,      ,2100,0160,2100,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PALO1B,RW23L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PALO1B,RW23L,PALOS,LE,E,A,EEC ,L,   ,AF, ,VSJ,LE,D, ,      ,1320,0180,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VSJ1A,RW05R, , , , ,    , ,   ,CD, ,VSJ,LE,D, ,      ,    ,    ,0450,0050, ,     ,     ,06000, ,   ,    ,   ,VSJ,LE,D, , , , , ;
SID:020,2,VSJ1A,RW05R, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VSJ1A,RW05R,D155O,LE,P,C,E   , ,   ,CF, ,VSJ,LE,D, ,      ,1550,0150,1550,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VSJ1A,RW05R,D195O,LE,P,C,E   ,R,   ,AF, ,VSJ,LE,D, ,      ,1950,0150,1550,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,VSJ1A,RW05R,VSJ,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VSJ1B,RW23L, , , , ,    , ,   ,CD, ,VSJ,LE,D, ,      ,    ,    ,2250,0050, ,     ,     ,06000, ,   ,    ,   ,VSJ,LE,D, , , , , ;
SID:020,2,VSJ1B,RW23L, , , , ,    ,L,   ,CR, ,VSJ,LE,D, ,      ,1950,    ,1100,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VSJ1B,RW23L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VSJ1B,RW23L,D155O,LE,P,C,E   , ,   ,CF, ,VSJ,LE,D, ,      ,1550,0150,1550,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
