RWY:RW08 ,     ,      ,00859, ,    , ,   ;N50530100,E019112000,0000;
RWY:RW08L,     ,      ,00859, ,    , ,   ;
RWY:RW08R,     ,      ,00859, ,    , ,   ;
RWY:RW26 ,     ,      ,00859, ,    , ,   ;N50530800,E019125100,0000;
RWY:RW26L,     ,      ,00859, ,    , ,   ;
RWY:RW26R,     ,      ,00859, ,    , ,   ;
