SID:010,2,KHM1H,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,KHM1H,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KHM1H,RW26, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KHM1H,RW26,KHM,OI,D,B,EE  , ,   ,CF, ,LEN,OI,D, ,      ,0743,0584,0400,0640, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KHM1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,KHM1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KHM1J,RW08, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KHM1J,RW08,KHM,OI,D,B,EE  , ,   ,CF, ,LEN,OI,D, ,      ,0743,0584,0400,0670, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEN1H,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,LEN1H,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2750,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEN1H,RW26, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEN1H,RW26,LEN,OI,D, ,VE  , ,   ,CF, ,LEN,OI,D, ,      ,0000,0000,3450,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEN1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,LEN1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEN1J,RW08, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEN1J,RW08,LEN,OI,D, ,VE  , ,   ,CF, ,LEN,OI,D, ,      ,0000,0000,3450,0330, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SIR1H,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2610,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,SIR1H,RW26,SIR,OI,D, ,VE  , ,   ,CF, ,SIR,OI,D, ,      ,0000,0000,2730,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SIR1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00420,     ,04000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
SID:020,2,SIR1J,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SIR1J,RW08,ABM,OI,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SIR1J,RW08,SIR,OI,D, ,VE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KHM1T,ALL,KHM,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
STAR:020,2,KHM1T,ALL,ABM,OI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LEN1T,ALL,LEN,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
STAR:020,2,LEN1T,ALL,ABM,OI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SIR1T,ALL,SIR,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,ABM,OI,D,B, , , , ;
STAR:020,2,SIR1T,ALL,ABM,OI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,CNDB,ABM,ABM,OI,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,CNDB,ABM,ABM,OI,D,B,EY  , ,   ,FC, ,SIR,OI,D, ,      ,0926,0265,0750,0090, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,CNDB,ABM,FN267,OI,P,C,EE  ,R,   ,CF,Y,SIR,OI,D, ,      ,0912,0354,2670,0010, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,CNDB, ,FN267,OI,P,C,E  F, ,   ,IF, ,ABM,OI,D,B,      ,    ,    ,    ,    , ,01500,     ,06000, ,   ,    ,   ,ABM,OI,D,B, ,0, ,C;
APPCH:030,N,CNDB, ,ABM,OI,D,B,E  M, ,   ,CF, ,ABM,OI,D,B,      ,    ,    ,2670,0090, ,00840,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,CNDB, ,ABM,OI,D,B,E M , ,   ,FA, ,SIR,OI,D, ,      ,0926,0265,2670,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,CNDB, ,ABM,OI,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,CNDB, ,ABM,OI,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,0670,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,N08,ABM1,ABM,OI,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N08,ABM1,ABM,OI,D,B,EY  , ,   ,FC, ,SIR,OI,D, ,      ,0926,0265,2800,0070, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N08,ABM1,FN08,OI,P,C,EE  ,L,   ,CF,Y,SIR,OI,D, ,      ,0980,0206,0750,0020, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N08,ABM2,ABM,OI,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N08,ABM2,ABM,OI,D,B,EY  , ,   ,FC, ,SIR,OI,D, ,      ,0926,0265,2670,0070, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N08,ABM2,FN08,OI,P,C,EE  ,L,   ,CF,Y,SIR,OI,D, ,      ,0980,0206,0750,0020, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N08, ,FN08,OI,P,C,E  F, ,   ,IF, ,ABM,OI,D,B,      ,    ,    ,    ,    , ,02000,     ,06000, ,   ,    ,   ,ABM,OI,D,B, ,0, ,S;
APPCH:030,N,N08, ,EN08,OI,P,C,EY E, ,   ,CF, ,ABM,OI,D,B,      ,    ,    ,0750,0061, ,00061,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N08, ,ABM,OI,D,B,EY M, ,   ,CF, ,ABM,OI,D,B,      ,    ,    ,0750,0002,+,00420,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N08, ,ABM,OI,D,B,E M , ,   ,FA, ,SIR,OI,D, ,      ,0926,0265,0750,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N08, ,ABM,OI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N08, ,ABM,OI,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,2800,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N26,ABM,ABM,OI,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N26,ABM,ABM,OI,D,B,EY  , ,   ,FC, ,SIR,OI,D, ,      ,0926,0265,0670,0088, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N26,ABM,FN26,OI,P,C,EE  ,R,   ,CF,Y,SIR,OI,D, ,      ,0916,0321,2670,0030, ,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N26, ,FN26,OI,P,C,E  F, ,   ,IF, ,ABM,OI,D,B,      ,    ,    ,    ,    , ,01500,     ,06000, ,   ,    ,   ,ABM,OI,D,B, ,0, ,S;
APPCH:030,N,N26, ,RW26,OI,P,G,G  M, ,   ,CF, ,ABM,OI,D,B,      ,    ,    ,2670,0045, ,00068,     ,     , ,   ,-300,   , , , , , ,0, ,S;
