APPCH:010,A,I09-Y,BMR,BMR,LR,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09-Y,BMR,D110J,LR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,140,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09-Y,BMR,PEMUT,LR,P,C,EE B,L,   ,CF,Y,IBM,LR,P,I,      ,2732,0109,0930,0010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I09-Y,GUNKA,GUNKA,LR,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09-Y,GUNKA,BMR,LR,D,B,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09-Y,GUNKA,BMR,LR,D,B,E  H,L,   ,HF, , , , , ,      ,    ,    ,3190,T010,+,03400,     ,     ,-,200,    ,   , , , , , ,0,D,S;
APPCH:040,A,I09-Y,GUNKA,D110J,LR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,140,    ,   , , , , , ,0,D,S;
APPCH:050,A,I09-Y,GUNKA,PEMUT,LR,P,C,EE B,L,   ,CF,Y,IBM,LR,P,I,      ,2732,0109,0930,0010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I09-Y,SAT,SAT,LR,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09-Y,SAT,MEREC,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09-Y,SAT,PEMUT,LR,P,C,EE B, ,   ,CF, ,IBM,LR,P,I,      ,2732,0109,0960,0047,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I09-Y,TAFRO,TAFRO,LR,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09-Y,TAFRO,BMR,LR,D,B,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09-Y,TAFRO,D110J,LR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,140,    ,   , , , , , ,0,D,S;
APPCH:040,A,I09-Y,TAFRO,PEMUT,LR,P,C,EE B,L,   ,CF,Y,IBM,LR,P,I,      ,2732,0109,0930,0010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I09-Y,UBASA,UBASA,LR,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I09-Y,UBASA,SAT27,LR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I09-Y,UBASA,BMR,LR,D,B,E  C, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I09-Y,UBASA,D110J,LR,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,140,    ,   , , , , , ,0,D,S;
APPCH:050,A,I09-Y,UBASA,PEMUT,LR,P,C,EE B,L,   ,CF,Y,IBM,LR,P,I,      ,2732,0109,0930,0010,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I09-Y, ,PEMUT,LR,P,C,E  I, ,   ,IF, ,IBM,LR,P,I,      ,2732,0109,    ,    ,J,02900,01970,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I09-Y, ,BMR,LR,D,B,E  F, ,   ,CF, ,IBM,LR,P,I,      ,2731,0055,0930,0054,H,01970,01970,     , ,   ,-300,   ,BMR,LR,D,B, ,0,D,S;
APPCH:030,I,I09-Y, ,RW09,LR,P,G,G  M, ,   ,CF, ,IBM,LR,P,I,      ,2731,0012,0930,0043, ,00609,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I09-Y, ,RW09,LR,P,G,G M , ,   ,FA, ,SAT,LR,D, ,      ,0950,0229,0930,    ,+,01160,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I09-Y, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1030,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
