SID:010,1,TYWAN1,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0740,    ,+,04500,     ,18000, ,   ,    ,   ,NFL,K2,D, , , , , ;
SID:020,1,TYWAN1,RW07,NFL,K2,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,TYWAN1,RW07,TYWAN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09900,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,1,TYWAN1,RW13B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1310,    ,+,04500,     ,18000, ,   ,    ,   ,NFL,K2,D, , , , , ;
SID:020,1,TYWAN1,RW13B,NFL,K2,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,1,TYWAN1,RW13B,TYWAN,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,TYWAN1,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2540,    ,+,04340,     ,18000, ,   ,    ,   ,NFL,K2,D, , , , , ;
SID:020,1,TYWAN1,RW25, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0060,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,1,TYWAN1,RW25,TYWAN,K2,P,C,EE  , ,   ,CF, ,NFL,K2,D, ,      ,3210,0120,3210,0090,-,09900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,TYWAN1,RW31B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3110,    ,+,04340,     ,18000, ,   ,    ,   ,NFL,K2,D, , , , , ;
SID:020,1,TYWAN1,RW31B,TYWAN,K2,P,C,EE  , ,   ,CF, ,NFL,K2,D, ,      ,3210,0120,3210,0110,-,09900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,TYWAN1,FMG,TYWAN,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,09900,     ,18000, ,   ,    ,   ,NFL,K2,D, , , , , ;
SID:030,3,TYWAN1,FMG,FMG,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
