SID:010,2,BGR4Z,RW01, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0140,    ,+,01000,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR4Z,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1150,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,BGR4Z,RW01,BGR,LE,D, ,VE  , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,0860,0180,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BGR5H,RW19,D194F,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,1940,0060,1940,0040,+,01700,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR5H,RW19, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0920,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BGR5H,RW19,BGR,LE,D, ,VEC , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,0620,0220,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,BGR6G,RW01,GIR,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:010,2,BGR6G,RW01,GIR,LE,D, ,V   , ,   ,FD, ,GIR,LE,D, ,      ,0000,0000,0140,0058,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR6G,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1330,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,2,BGR6G,RW01,BGR,LE,D, ,VE  , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,1040,0140,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEAN1H,RW19,D194G,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,1940,0070,1940,0050,+,02200,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GEAN1H,RW19,D319N,LE,P,C,E   ,R,   ,CF,Y,GIR,LE,D, ,      ,3197,0136,3550,0170, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,GEAN1H,RW19,OLOTI,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GEAN1H,RW19,GEANT,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GEAN2G,RW01,GIR,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GEAN2G,RW01,GIR,LE,D, ,V   , ,   ,FD, ,GIR,LE,D, ,      ,0000,0000,0140,0080,+,04100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GEAN2G,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0140,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,2,GEAN2G,RW01,D331J,LE,P,C,E   ,L,   ,AF, ,GIR,LE,D, ,      ,3310,0100,0140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,GEAN2G,RW01,OLOTI,LE,P,C,E   , ,   ,CF, ,GIR,LE,D, ,      ,3197,0215,3190,0110,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GEAN2G,RW01,GEANT,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MAMU2G,RW01,GIR,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,MAMU2G,RW01,GIR,LE,D, ,V   , ,   ,FD, ,GIR,LE,D, ,      ,0000,0000,0140,0080,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MAMU2G,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0140,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,2,MAMU2G,RW01,D270J,LE,P,C,E   ,L,   ,AF, ,GIR,LE,D, ,      ,2700,0100,0140,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,MAMU2G,RW01,MAMUK,LE,E,A,EEC , ,   ,CF, ,GIR,LE,D, ,      ,2590,0319,2590,0220,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
