SID:010,2,ALNO1A,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2730,    ,+,00510,     ,03000, ,   ,    ,   ,KIS,OI,D, , , , , ;
SID:020,2,ALNO1A,RW27R,ALNOL,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,2959,0201,2960,0200,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALNO1B,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0930,    ,+,00510,     ,03000, ,   ,    ,   ,KIS,OI,D, , , , , ;
SID:020,2,ALNO1B,RW09L, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALNO1B,RW09L,ALNOL,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,2959,0201,2960,0130,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALNO1C,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2730,    ,+,00510,     ,03000, ,   ,    ,   ,KIH,OI,D,B, , , , ;
SID:020,2,ALNO1C,RW27R,ALNOL,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,2959,0201,2970,0200,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALNO1D,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0930,    ,+,00510,     ,03000, ,   ,    ,   ,KIH,OI,D,B, , , , ;
SID:020,2,ALNO1D,RW09L, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALNO1D,RW09L,ALNOL,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,2959,0201,2970,0130,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IBNU1A,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2730,    ,+,00510,     ,03000, ,   ,    ,   ,KIS,OI,D, , , , , ;
SID:020,2,IBNU1A,RW27R, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IBNU1A,RW27R,IBNUX,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,1376,0199,1380,0140, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IBNU1B,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0930,    ,+,00510,     ,03000, ,   ,    ,   ,KIS,OI,D, , , , , ;
SID:020,2,IBNU1B,RW09L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IBNU1B,RW09L,IBNUX,OI,E,A,EEC , ,   ,CF, ,KIS,OI,D, ,      ,1376,0199,1380,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
