SID:010,5,CIV1E,RW25L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,00700,     ,04500, ,   ,    ,   ,EBMB,EB,P,A, , , , ;
SID:020,5,CIV1E,RW25L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2920,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CIV1E,RW25L,BR251,EB,E,A,E   , ,   ,CF, ,HUL,EB,D, ,      ,3066,0158,2720,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CIV1E,RW25L,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CIV1F,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,00700,     ,04500, ,   ,    ,   ,BUB,EB,D, , , , , ;
SID:020,2,CIV1F,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CIV1F,RW01,D354C,EB,E,A,E   ,R,   ,CF,Y,BUN,EB,D, ,      ,2014,0207,1740,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,CIV1F,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CIV1F,RW01,CIV,EB,D, ,VE  , ,   ,CF, ,BUN,EB,D, ,      ,2290,0504,2510,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CIV1K,RW25R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2440,    ,+,00700,     ,04500, ,   ,    ,   ,EBMB,EB,P,A, , , , ;
SID:020,5,CIV1K,RW25R,BR045,EB,E,A,E   , ,   ,CF, ,BUB,EB,D, ,      ,2577,0068,2510,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CIV1K,RW25R,BR009,EB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CIV1K,RW25R,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
