SID:010,1,ADAS1T,RW36C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ADAS1T,RW36C,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAS1T,RW36C,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAS1T,RW36C,ADASU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ADAS1T,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ADAS1T,RW36L,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAS1T,RW36L,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAS1T,RW36L,ADASU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ADAS1Y,RW18C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ADAS1Y,RW18C,D183J,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,1830,0100,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAS1Y,RW18C,D106J,LT,P,C,E   ,L,   ,AF, ,AYT,LT,D, ,      ,1054,0100,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAS1Y,RW18C,ADASU,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ADAS1Y,RW18R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ADAS1Y,RW18R,D183J,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,1830,0100,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAS1Y,RW18R,D106J,LT,P,C,E   ,L,   ,AF, ,AYT,LT,D, ,      ,1054,0100,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAS1Y,RW18R,ADASU,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1E,RW18C,AI059,LT,P,C,EY  , ,   ,CF, ,AYT,LT,D, ,      ,1821,0121,1820,0100, ,     ,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1E,RW18C,AI061,LT,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1E,RW18C,AI062,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1E,RW18C,ADASU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1E,RW18C,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1F,RW18L,AI069,LT,P,C,EY  , ,   ,CF, ,AYT,LT,D, ,      ,1783,0123,1820,0100, ,     ,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1F,RW18L,AI061,LT,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1F,RW18L,AI062,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1F,RW18L,ADASU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1F,RW18L,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1K,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1K,RW36R,AI044,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,0287,0049,0170,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1K,RW36R,AI716,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1K,RW36R,AI038,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1K,RW36R,AI047,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADBE1K,RW36R,AI048,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ADBE1K,RW36R,KONAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ADBE1K,RW36R,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1S,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1S,RW18L,AI084,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,1654,0075,1670,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1S,RW18L,AI075,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1S,RW18L,ADASU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1S,RW18L,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1W,RW36C,AI024,LT,P,C,EY  , ,   ,CF, ,AYT,LT,D, ,      ,0026,0097,0020,0100, ,     ,     ,15000,-,230,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1W,RW36C,AI715,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1W,RW36C,AI037,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1W,RW36C,AI027,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1W,RW36C,KONAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ADBE1W,RW36C,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADBE1X,RW36R,AI034,LT,P,C,EY  , ,   ,CF, ,AYT,LT,D, ,      ,0075,0096,0020,0100, ,     ,     ,15000,-,230,    ,   ,AYT,LT,D, , , , , ;
SID:020,5,ADBE1X,RW36R,AI715,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ADBE1X,RW36R,AI027,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADBE1X,RW36R,KONAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADBE1X,RW36R,ADBEL,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALPA1B,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,ALPA1B,RW18L,LRA,LT,D, ,V   , ,   ,FA, ,LRA,LT,D, ,      ,0000,0000,1670,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALPA1B,RW18L,LRA,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALPA1B,RW18L,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALPA1F,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,ALPA1F,RW18L,RA,LT,P,N,E   , ,   ,FA, ,AYT,LT,D, ,      ,1645,0030,1670,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALPA1F,RW18L,RA,LT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALPA1F,RW18L,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALPA1H,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,ALPA1H,RW36R,RA,LT,P,N,E   , ,   ,FA, ,LRA,LT,D, ,      ,1804,0027,0170,    ,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALPA1H,RW36R,RA,LT,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALPA1H,RW36R,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALPA1N,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,ALPA1N,RW36R,LRA,LT,D, ,V   , ,   ,FD, ,LRA,LT,D, ,      ,0000,0000,0230,0060,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALPA1N,RW36R,LRA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALPA1N,RW36R,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALPA1T,RW36C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ALPA1T,RW36C,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPA1T,RW36C,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALPA1T,RW36C,ALPAY,LT,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALPA1T,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ALPA1T,RW36L,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPA1T,RW36L,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALPA1T,RW36L,ALPAY,LT,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALPA1Y,RW18C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ALPA1Y,RW18C,D183J,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,1830,0100,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPA1Y,RW18C,D258J,LT,P,C,E   ,R,   ,AF, ,AYT,LT,D, ,      ,2583,0100,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALPA1Y,RW18C,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALPA1Y,RW18R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,ALPA1Y,RW18R,D183J,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,1830,0100,1830,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPA1Y,RW18R,D258J,LT,P,C,E   ,R,   ,AF, ,AYT,LT,D, ,      ,2583,0100,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALPA1Y,RW18R,ALPAY,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BRON1B,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,BRON1B,RW18L,LRA,LT,D, ,V   , ,   ,FD, ,LRA,LT,D, ,      ,0000,0000,1670,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BRON1B,RW18L,LRA,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BRON1B,RW18L,BRONZ,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BRON1F,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,BRON1F,RW18L,RA,LT,P,N,E   , ,   ,FA, ,AYT,LT,D, ,      ,1645,0030,1670,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BRON1F,RW18L,RA,LT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BRON1F,RW18L,BRONZ,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BRON1H,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,BRON1H,RW36R,RA,LT,P,N,E   , ,   ,FA, ,LRA,LT,D, ,      ,1804,0027,0170,    ,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BRON1H,RW36R,RA,LT,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BRON1H,RW36R,BRONZ,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BRON1N,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,BRON1N,RW36R,LRA,LT,D, ,V   , ,   ,FD, ,LRA,LT,D, ,      ,0000,0000,0230,0060,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BRON1N,RW36R,LRA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BRON1N,RW36R,BRONZ,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BRON1T,RW36C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,BRON1T,RW36C,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BRON1T,RW36C,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BRON1T,RW36C,BRONZ,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BRON1T,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,BRON1T,RW36L,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BRON1T,RW36L,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BRON1T,RW36L,BRONZ,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAML1B,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,DAML1B,RW18L,LRA,LT,D, ,V   , ,   ,FA, ,LRA,LT,D, ,      ,0000,0000,1670,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAML1B,RW18L,LRA,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAML1B,RW18L,DAMLA,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAML1F,RW18L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,DAML1F,RW18L,RA,LT,P,N,E   , ,   ,FA, ,AYT,LT,D, ,      ,1645,0030,1670,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAML1F,RW18L,RA,LT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAML1F,RW18L,DAMLA,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAML1H,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,RA,LT,P,N, , , , ;
SID:020,2,DAML1H,RW36R,RA,LT,P,N,E   , ,   ,FA, ,LRA,LT,D, ,      ,1804,0027,0170,    ,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAML1H,RW36R,RA,LT,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAML1H,RW36R,DAMLA,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAML1N,RW36R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,LRA,LT,D, , , , , ;
SID:020,2,DAML1N,RW36R,LRA,LT,D, ,V   , ,   ,FD, ,LRA,LT,D, ,      ,0000,0000,0230,0060,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAML1N,RW36R,LRA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DAML1N,RW36R,DAMLA,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DAML1T,RW36C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,DAML1T,RW36C,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DAML1T,RW36C,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DAML1T,RW36C, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,DAML1T,RW36C,D022J,LT,P,C,E   , ,   ,CF, ,AYT,LT,D, ,      ,0244,0101,0220,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,DAML1T,RW36C,D022O,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,DAML1T,RW36C,DAMLA,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DAML1T,RW36L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0020,    ,+,00580,     ,15000, ,   ,    ,   ,AYT,LT,D, , , , , ;
SID:020,1,DAML1T,RW36L,AYT,LT,D, ,V   , ,   ,FD, ,AYT,LT,D, ,      ,0000,0000,3470,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DAML1T,RW36L,AYT,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
