SID:010,1,BLDG2,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0310,    ,+,00480,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,BLDG2,RW03, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BLDG2,RW03,ZUKEM,K2,P,C,E   , ,   ,CF, ,NFG,K2,D, ,      ,0450,0088,0450,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BLDG2,RW03,VISTA,K2,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:020,1,BLDG2,RW21, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,00480,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:030,1,BLDG2,RW21,OCN,K2,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BLDG2,RW21,VISTA,K2,E,A,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,CORRI3,RW03, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0310,    ,+,01000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:030,1,CORRI3,RW03, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0770,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,1,CORRI3,RW03,CORRI,K2,P,C,EE  , ,   ,CF, ,NFG,K2,D, ,      ,0470,0090,0470,0030,+,03800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,CORRI3,RW21, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,01300,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:030,1,CORRI3,RW21, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0020,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,1,CORRI3,RW21,CORRI,K2,P,C,EE  , ,   ,CF, ,NFG,K2,D, ,      ,0470,0090,0470,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MUNN3,RW03, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0310,    ,+,01100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,MUNN3,RW03, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1420,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,2,MUNN3,RW03,ROBNN,K2,E,A,EEC , ,   ,CF, ,OCN,K2,D, ,      ,0829,0160,0830,0060, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,QUNTN1,RW21, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2110,    ,+,00480,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,QUNTN1,RW21,OCN,K2,D, ,V   , ,   ,CF, ,OCN,K2,D, ,      ,0000,0000,2020,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,QUNTN1,RW21,QUNTN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,LEGOZ2,BAUBB,BAUBB,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,17000,16000,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,LEGOZ2,BAUBB,LEGOZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,LEGOZ2,BLOXX,BLOXX,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,LEGOZ2,BLOXX,BLDIT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,LEGOZ2,BLOXX,TANDY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,LEGOZ2,BLOXX,LEGOZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,LEGOZ2,BURGL,BURGL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,LEGOZ2,BURGL,DOUIT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,LEGOZ2,BURGL,BLOXX,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,LEGOZ2,BURGL,BLDIT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,LEGOZ2,BURGL,TANDY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,17000,     ,     , ,   ,    ,   , , , , , , , , ;
