SID:010,5,ALSE2E,RW34R,ATBIB,OB,E,A,EY  , ,010,CF, ,DIA,OT,D, ,      ,0070,0057,3360,0020, ,     ,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:015,5,ALSE2E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ALSE2E,RW34R,REVIN,OB,E,A,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ALSE2E,RW34R,ALPED,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALSE2E,RW34R,GOBLU,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE2E,RW34R,ALSEM,OT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALSE2M,RW16L,KIVOD,OT,E,A,EY  , ,010,CF, ,DIA,OT,D, ,      ,0934,0034,1560,0018, ,     ,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALSE2M,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALSE2M,RW16L,KASIS,OT,E,A,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALSE2M,RW16L,GOBLU,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE2M,RW16L,ALSEM,OT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE2M,RW16L,KIVOD,OT,E,A,EY  , ,010,CF, ,DIA,OT,D, ,      ,0934,0034,1560,0018, ,     ,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALVE2M,RW16L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE2M,RW16L,MIRAV,OT,E,A,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALVE2M,RW16L,DERTI,OT,E,A,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE2M,RW16L,GIDOS,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALVE2M,RW16L,PASIS,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07000,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE2M,RW16L,GIBIN,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALVE2M,RW16L,ALVEN,OT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE3E,RW34R,ATBIB,OB,E,A,EY  , ,010,CF, ,DIA,OT,D, ,      ,0070,0057,3360,0020, ,     ,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:015,5,ALVE3E,RW34R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ALVE3E,RW34R,REVIN,OB,E,A,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE3E,RW34R,DEMBO,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE3E,RW34R,GIBIN,OB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE3E,RW34R,ALVEN,OT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUND2C,RW16R,IVENA,OT,P,C,E   , ,010,CF, ,DIA,OT,D, ,      ,1433,0093,1560,0097,+,02500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,BUND2C,RW16R,IMKAT,OT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUND2C,RW16R,KIREB,OT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
