STAR:010,2,AD1K,RW06,AD,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,AD1K,RW06,D180M,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AD1K,RW06, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,AD1K,RW06,KEPIL,DF,P,C,EECH,R,   ,AF, ,BD,DF,D, ,      ,2378,0100,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AD1L,RW24,AD,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,AD1L,RW24,D180O,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AD1L,RW24, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,AD1L,RW24,LITAM,DF,P,C,EECH,L,   ,AF, ,BD,DF,D, ,      ,0578,0130,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AD1V,ALL,AD,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,AD1V,ALL,BD,DF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ANIX1K,RW06,ANIXA,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,ANIX1K,RW06,D267V,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ANIX1K,RW06,D237O,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ANIX1K,RW06,KEPIL,DF,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ANIX1L,RW24,ANIXA,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,ANIX1L,RW24,D267O,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ANIX1L,RW24, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ANIX1L,RW24,LITAM,DF,P,C,EECH,R,   ,AF, ,BD,DF,D, ,      ,0578,0130,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ANIX1V,ALL,ANIXA,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,ANIX1V,ALL,BD,DF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ARAM1L,RW24,ONUSI,GA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ARAM1L,RW24,ARAMO,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ARAM1L,RW24,LITAM,DF,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ARAM1V,RW06,ONUSI,GA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ARAM1V,RW06,ARAMO,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ARAM1V,RW06,VOKLA,DF,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BKY1K,RW06,BKY,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BKY1K,RW06,D197M,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BKY1K,RW06, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BKY1K,RW06,KEPIL,DF,P,C,EECH,R,   ,AF, ,BD,DF,D, ,      ,2368,0100,1970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BKY1L,RW24,BKY,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BKY1L,RW24,D197O,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BKY1L,RW24, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BKY1L,RW24,LITAM,DF,P,C,EECH,L,   ,AF, ,BD,DF,D, ,      ,0568,0130,1970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BKY1V,ALL,BKY,DI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BKY1V,ALL,BD,DF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BURO1K,RW06,BUROM,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BURO1K,RW06,BD,DF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BURO1K,RW06,BD,DF,D, ,V   , ,   ,FD, ,BD,DF,D, ,      ,0000,0000,2190,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BURO1K,RW06,KEPIL,DF,P,C,EECH,R,   ,CF,Y,BD,DF,D, ,      ,2378,0100,0570,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BURO1L,RW24,BUROM,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BURO1L,RW24,D071Y,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BURO1L,RW24,D057R,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BURO1L,RW24,LITAM,DF,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BURO1V,ALL,BUROM,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,BURO1V,ALL,BD,DF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EBSU1K,RW06,EBSUD,GA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,EBSU1K,RW06,D297M,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EBSU1K,RW06, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,EBSU1K,RW06,KEPIL,DF,P,C,EECH,L,   ,AF, ,BD,DF,D, ,      ,2378,0100,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EBSU1L,RW24,EBSUD,GA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,EBSU1L,RW24,D297O,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EBSU1L,RW24, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,EBSU1L,RW24,LITAM,DF,P,C,EECH,R,   ,AF, ,BD,DF,D, ,      ,0578,0130,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EBSU1V,ALL,EBSUD,GA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,BD,DF,D, , , , , ;
STAR:020,2,EBSU1V,ALL,BD,DF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ERDI1K,RW06,BKY,DI,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ERDI1K,RW06,ERDIV,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ERDI1K,RW06,KEPIL,DF,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ERDI1M,RW24,BKY,DI,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ERDI1M,RW24,ERDIV,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ERDI1M,RW24,MOKIK,DF,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IPAL1L,RW24,BUROM,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,IPAL1L,RW24,IPALA,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IPAL1L,RW24,LITAM,DF,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IPAL1P,RW06,BUROM,DF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,IPAL1P,RW06,IPALA,DF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,IPAL1P,RW06,POVAT,DF,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KOGA1M,RW24,NANGA,DG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
