APPCH:010,A,D05,D225P,D225P,VE,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D05,D225P,CD05,VE,P,C,EECB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D05, ,CD05,VE,P,C,E CI, ,   ,IF, ,DRG,VE,D, ,      ,2230,0110,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D05, ,FD05,VE,P,C,E  F, ,   ,CF, ,DRG,VE,D, ,      ,2230,0055,0430,0055,+,01900,     ,     , ,   ,    ,   ,DRG,VE,D, , ,0, ,S;
APPCH:030,D,D05, ,MD05,VE,P,C,E  M, ,   ,CF, ,DRG,VE,D, ,      ,2230,0015,0430,0040, ,00619,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D05, ,DRG,VE,D, ,V M , ,   ,CF, ,DRG,VE,D, ,      ,0000,0000,0430,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D05, ,DRG,VE,D, ,V   , ,   ,FA, ,DRG,VE,D, ,      ,0000,0000,0430,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D05, ,DRG,VE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:070,D,D05, ,DRG,VE,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0430,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,I,I05-Y, ,CI05Y,VE,P,C,E  I, ,   ,IF, ,IDIB,VE,P,I,      ,2263,0074,    ,    ,J,01800,01800,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I05-Y, ,FI05,VE,P,C,E  F, ,   ,CF, ,IDIB,VE,P,I,      ,2263,0054,0460,0020,H,01800,01800,     , ,   ,-300,   ,DBR,VE,D,B, ,0,D,S;
APPCH:030,I,I05-Y, ,RW05,VE,P,G,G  M, ,   ,CF, ,IDIB,VE,P,I,      ,2263,0011,0460,0044, ,00403,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I05-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I05-Y, ,DBR,VE,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:060,I,I05-Y, ,DBR,VE,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,0510,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I05-Z,D225P,D225P,VE,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I05-Z,D225P,CI05Z,VE,P,C,EE B, ,   ,CF, ,IDIB,VE,P,I,      ,2263,0109,0460,0053,+,01800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I05-Z, ,CI05Z,VE,P,C,E  I, ,   ,IF, ,IDIB,VE,P,I,      ,2263,0109,    ,    ,J,01800,01800,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I05-Z, ,FI05,VE,P,C,E  F, ,   ,CF, ,IDIB,VE,P,I,      ,2263,0054,0460,0055,H,01800,01800,     , ,   ,-300,   ,DRG,VE,D, , ,0,D,S;
APPCH:030,I,I05-Z, ,RW05,VE,P,G,G  M, ,   ,CF, ,IDIB,VE,P,I,      ,2263,0011,0460,0044, ,00403,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I05-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I05-Z, ,DRG,VE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:060,I,I05-Z, ,DRG,VE,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0460,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW05 ,+0060,      ,00355, ,IDIB,1,   ;N27283994,E095003893,0000;
RWY:RW23 ,-0060,      ,00358, ,    , ,   ;N27291765,E095012160,0597;
