SID:010,5,BENK1K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01640,     ,06000, ,   ,    ,   ,ESNZ,ES,P,A, , , , ;
SID:020,5,BENK1K,RW12,NZ650,ES,P,C,E   , ,   ,CF, ,OSS,ES,D, ,      ,1130,0029,1100,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENK1K,RW12,NZ652,ES,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENK1K,RW12,NZ653,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BENK1K,RW12,BENKA,ES,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENK1L,RW30,NZ950,ES,P,C,EY  , ,   ,CF, ,OSS,ES,D, ,      ,2882,0022,2920,0030, ,     ,     ,06000, ,   ,    ,   ,ESNZ,ES,P,A, , , , ;
SID:020,5,BENK1L,RW30,NZ400,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENK1L,RW30,BENKA,ES,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BENK2G,RW12,DJ,ES,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,OSS,ES,D, ,A, , , ;
SID:020,2,BENK2G,RW12,DJ,ES,D,B,E   , ,   ,FD, ,OSS,ES,D, ,      ,1130,0029,1240,0095, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BENK2G,RW12, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0210,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BENK2G,RW12,BENKA,ES,P,C,EE  , ,   ,CF, ,OSS,ES,D, ,      ,0706,0259,0710,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BENK4B,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,02800,     ,06000, ,   ,    ,   ,OSS,ES,D, ,A, , , ;
SID:020,2,BENK4B,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BENK4B,RW12,BENKA,ES,P,C,EE  , ,   ,CF, ,OSS,ES,D, ,      ,0706,0259,0710,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGL1K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01640,     ,06000, ,   ,    ,   ,ESNZ,ES,P,A, , , , ;
SID:020,5,DIGL1K,RW12,NZ650,ES,P,C,E   , ,   ,CF, ,OSS,ES,D, ,      ,1130,0029,1100,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIGL1K,RW12,NZ652,ES,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIGL1K,RW12,NZ663,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIGL1K,RW12,DIGLO,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGL1L,RW30,NZ950,ES,P,C,EY  , ,   ,CF, ,OSS,ES,D, ,      ,2882,0022,2920,0030, ,     ,     ,06000, ,   ,    ,   ,ESNZ,ES,P,A, , , , ;
SID:020,5,DIGL1L,RW30,NZ750,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIGL1L,RW30,DIGLO,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NONK1K,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1110,    ,+,01640,     ,06000, ,   ,    ,   ,ESNZ,ES,P,A, , , , ;
SID:020,5,NONK1K,RW12,NZ650,ES,P,C,E   , ,   ,CF, ,OSS,ES,D, ,      ,1130,0029,1100,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NONK1K,RW12,NZ652,ES,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NONK1K,RW12,NZ475,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
