SID:010,2,TMN2A,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1690,    ,+,00570,     ,18500, ,   ,    ,   ,TMN,MM,D, , , , , ;
SID:020,2,TMN2A,RW16,TMN,MM,D, ,V   , ,   ,FD, ,TMN,MM,D, ,      ,0000,0000,1690,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TMN2A,RW16,TMN,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TMN2B,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,00570,     ,18500, ,   ,    ,   ,TMN,MM,D, , , , , ;
SID:020,2,TMN2B,RW34,TMN,MM,D, ,V   , ,   ,FD, ,TMN,MM,D, ,      ,0000,0000,3490,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TMN2B,RW34,TMN,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D16,TMN,TMN,MM,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16,TMN,TMN,MM,D, ,V   , ,   ,FD, ,TMN,MM,D, ,      ,0000,0000,0100,0080,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16,TMN,CD16,MM,P,C,EE  ,L,   ,CF,Y,TMN,MM,D, ,      ,3490,0080,1690,0010,+,02200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D16, ,CD16,MM,P,C,E  I, ,   ,IF, ,TMN,MM,D, ,      ,3490,0080,    ,    ,+,02200,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D16, ,FD16,MM,P,C,E  F, ,   ,CF, ,TMN,MM,D, ,      ,3490,0050,1690,0030,+,01700,     ,     , ,   ,    ,   ,TMN,MM,D, , ,0, ,S;
APPCH:030,D,D16, ,RW16,MM,P,G,G  M, ,   ,CF, ,TMN,MM,D, ,      ,0018,0004,1690,0046, ,00214,     ,     , ,   ,-305,   , , , , , ,0, ,S;
APPCH:040,D,D16, ,TMN,MM,D, ,VYM , ,   ,CF, ,TMN,MM,D, ,      ,0000,0000,1690,0004, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D16, ,TMN,MM,D, ,V   , ,   ,FD, ,TMN,MM,D, ,      ,0000,0000,1690,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D16, ,TMN,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
