APPCH:010,A,R14,LESUM,LESUM,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,LESUM,BODPI,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,A,R14,PUROX,PUROX,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,PUROX,BODPI,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,R,R14, ,BODPI,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,R,R14, ,DUVRU,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,140T,0060,+,02600,     ,     , ,   ,    ,   ,RW14,CY,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R14, ,RW14,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,140T,0050, ,00997,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R14, ,MURTI,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R14, ,MURTI,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,140T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R32,TEVUN,TEVUN,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R32,TEVUN,BYGOM,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,A,R32,URVAT,URVAT,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R32,URVAT,BYGOM,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,R,R32, ,BYGOM,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,R,R32, ,KAROV,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,320T,0060,+,02600,     ,     , ,   ,    ,   ,RW32,CY,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R32, ,RW32,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,320T,0050, ,01007,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R32, ,AVISI,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R32, ,AVISI,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,320T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,RNVA,MEDBU,MEDBU,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,MEDBU,IGVIG,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,NOTEB,NOTEB,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,NOTEB,IGVIG,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,IGVIG,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,KOBIX,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,164T,0060,+,02600,     ,     , ,   ,    ,   ,NUKAB,CY,P,C, ,B,J,C;
APPCH:030,R,RNVA, ,NUKAB,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,164T,0048, ,01060,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,TUMIL,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,TUMIL,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,165T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,SAXIM,SAXIM,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,SAXIM,REXIR,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,VERVO,VERVO,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,VERVO,REXIR,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,REXIR,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,PETLO,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,345T,0060,+,02600,     ,     , ,   ,    ,   ,SUVIN,CY,P,C, ,B,J,C;
APPCH:030,R,RNVB, ,SUVIN,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,345T,0048, ,01060,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, ,DAXAD,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,DAXAD,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,344T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW14 ,     ,      ,00947, ,    , ,   ;N65324830,W106265900,0000;
RWY:RW16 ,     ,      ,00914, ,    , ,   ;N65335525,W106261759,0000;
RWY:RW32 ,     ,      ,00957, ,    , ,   ;N65321465,W106254950,0535;
RWY:RW34 ,     ,      ,00914, ,    , ,   ;N65325302,W106253579,0000;
