RWY:RW04 ,     ,      ,00117,D,    , ,   ;N30383611,W093545871,0000;
RWY:RW13 ,     ,      ,00120,D,    , ,   ;N30390263,W093551090,0000;
RWY:RW22 ,     ,      ,00117,D,    , ,   ;N30385025,W093544296,0000;
RWY:RW31 ,     ,      ,00115,D,    , ,   ;N30383736,W093543953,0000;
