APPCH:010,A,RNVA,COGOL,COGOL,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,COGOL,WOSMA,K2,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,WOSMA,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,TOTVE,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2960,0060,+,04600,     ,     , ,   ,    ,   ,SUCOL,K2,P,C, ,B,J,C;
APPCH:030,R,RNVA, ,SUCOL,K2,P,C,E  M, ,   ,TF, , , , , ,      ,    ,    ,2900,0048, ,03900,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2900,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,COGOL,K2,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,COGOL,K2,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3220,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,HOFED,HOFED,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,HOFED,RICOD,K2,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,RICOD,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,SURAE,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1040,0060,+,04300,     ,     , ,   ,    ,   ,WOSOD,K2,P,C, ,B,J,C;
APPCH:030,R,RNVB, ,WOSOD,K2,P,C,E  M, ,   ,TF, , , , , ,      ,    ,    ,0980,0060, ,04180,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,04180,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,TOTOY,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,COGOL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:070,R,RNVB, ,COGOL,K2,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,3220,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW08 ,     ,      ,02254, ,    , ,   ;N37304188,W120024256,0000;
RWY:RW26 ,     ,      ,02223, ,    , ,   ;N37303638,W120020213,0000;
