APPCH:010,A,D21,GECKE,GECKE,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,GECKE,KNIFE,K2,P,C,EE B,L,   ,AF, ,HOB,K2,D, ,      ,0320,0170,1130,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,HEBIX,HEBIX,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,HEBIX,KNIFE,K2,P,C,EE B,R,   ,AF, ,HOB,K2,D, ,      ,0320,0170,2760,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,HOB,HOB,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,HOB,CRARY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D21,HOB,CRARY,K2,P,C,EE A,R,   ,PI, ,HOB,K2,D, ,      ,0320,0102,3470,0100,+,05500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,KUCEY,KUCEY,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,KUCEY,KNIFE,K2,P,C,EE B,R,   ,AF, ,HOB,K2,D, ,      ,0320,0170,2910,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D21, ,KNIFE,K2,P,C,E  I, ,   ,IF, ,HOB,K2,D, ,      ,0320,0170,    ,    ,+,06000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21, ,CRARY,K2,P,C,E  F, ,   ,CF, ,HOB,K2,D, ,      ,0320,0102,2120,0068,+,05500,     ,     , ,   ,    ,   ,HOB,K2,D, ,A,0, ,S;
APPCH:025,D,D21, ,ECESA,K2,P,C,E S , ,   ,CF, ,HOB,K2,D, ,      ,0320,0067,2120,0035,+,04400,     ,     , ,   ,-301,   , , , , , ,0, ,S;
APPCH:030,D,D21, ,RW21,K2,P,G,G  M, ,   ,CF, ,HOB,K2,D, ,      ,0320,0045,2120,0022, ,03690,     ,     , ,   ,-301,   , , , , , ,0, ,S;
APPCH:040,D,D21, ,HOB,K2,D, ,V M , ,   ,CF, ,HOB,K2,D, ,      ,0000,0000,2120,0045,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D21, ,DYETT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D21, ,DYETT,K2,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0540,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I03,DYETT,DYETT,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
