SID:010,2,ABELO2,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,01020,     ,02330, ,   ,    ,   ,USHN,US,P,A, , , , ;
SID:020,2,ABELO2,RW16,MABEN,US,P,C,E C , ,   ,CF, ,HMN,US,D, ,      ,2794,1328,2310,0200,B,FL100,FL040,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABELO2,RW16,ABELO,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABELO4,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01000,     ,02330, ,   ,    ,   ,USHN,US,P,A, , , , ;
SID:020,2,ABELO4,RW34,MABEN,US,P,C,E C ,L,   ,CF, ,HMN,US,D, ,      ,2794,1328,2170,0210,B,FL100,FL040,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABELO4,RW34,ABELO,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SORLI2,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,01020,     ,02330, ,   ,    ,   ,USHN,US,P,A, , , , ;
SID:020,2,SORLI2,RW16,OGETI,US,P,C,E C ,L,   ,CF,Y,HMN,US,D, ,      ,2974,1227,0030,0230,B,FL100,FL040,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SORLI2,RW16,SORLI,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SORLI4,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01000,     ,02330, ,   ,    ,   ,USHN,US,P,A, , , , ;
SID:020,2,SORLI4,RW34,OGETI,US,P,C,E C , ,   ,CF, ,HMN,US,D, ,      ,2974,1227,0130,0200,B,FL100,FL040,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SORLI4,RW34,SORLI,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ABEL16,RW16,ABELO,US,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,USHN,US,P,A, , , , ;
STAR:020,2,ABEL16,RW16,MABEN,US,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL100,FL040,     , ,   ,    ,   , , , , , , , , ;
