APPCH:010,A,R14,PUGRE,PUGRE,K6,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1252,0050,+,05000,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,R,R14, ,PUGRE,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,R,R14, ,IRABE,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1252,0064,+,05000,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:030,R,R14, ,OPDIE,K6,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,1248,0069, ,02426,     ,     , ,   ,-350,   , , , , , ,B,P,S;
APPCH:040,R,R14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1248,    ,+,02147,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:050,R,R14, ,PUGRE,K6,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:060,R,R14, ,PUGRE,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1252,0050,+,05000,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:010,A,RNV-A,HEDUX,HEDUX,K6,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,3059,0070,+,06900,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:010,R,RNV-A, ,HEDUX,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06900,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:020,R,RNV-A, ,CELVU,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3059,0079,+,06100,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:021,R,RNV-A, ,FAPIM,K6,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,3060,0040,+,04500,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:030,R,RNV-A, ,UHVEF,K6,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,3060,0031, ,03160,     ,     , ,   , 000,   , , , , , ,B,P,C;
APPCH:040,R,RNV-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3060,    ,+,02147,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:050,R,RNV-A, ,PUGRE,K6,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:060,R,RNV-A, ,PUGRE,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1252,0050,+,05000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
RWY:RW14 ,     ,+05032,01743,V,    , ,   ;N44160418,W073580616,0000;
RWY:RW32 ,     ,+05041,01746,R,    , ,   ;N44154661,W073573203,1140;
