SID:010,5,EDPU1B,RW17,KOLRU,SB,P,C,EY  , ,010,CF, ,CIA,SB,D, ,      ,1734,0033,1710,0030, ,     ,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,5,EDPU1B,RW17,EDPUK,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDPU1B,AMZAK,EDPUK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,EDPU1B,AMZAK,CY022,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EDPU1B,AMZAK,AMZAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDPU1B,DONRE,EDPUK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,EDPU1B,DONRE,DONRE,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDPU1B,ISUDU,EDPUK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,EDPU1B,ISUDU,ISUDU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EDPU1B,VANIA,EDPUK,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,EDPU1B,VANIA,VANIA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENRA1A,RW35,EVNON,SB,P,C,EY  , ,010,CF, ,CIA,SB,D, ,      ,3484,0039,3510,0030, ,     ,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,5,ENRA1A,RW35,ENRAN,SB,P,C,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENRA1A,DONRE,ENRAN,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,ENRA1A,DONRE,DONRE,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENRA1A,ISUDU,ENRAN,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,ENRA1A,ISUDU,ISUDU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENRA1A,TOSAR,ENRAN,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,ENRA1A,TOSAR,NENOK,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ENRA1A,TOSAR,TOSAR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ENRA1A,VANIA,ENRAN,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,ENRA1A,VANIA,VANIA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IROD1B,RW17,KOLRU,SB,P,C,EY  , ,010,CF, ,CIA,SB,D, ,      ,1734,0033,1710,0030, ,     ,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,5,IROD1B,RW17,IRODU,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IROD1B,POVNI,IRODU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,IROD1B,POVNI,POVNI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,IROD1B,TOSAR,IRODU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,SBCY,SB,P,A,B, , , ;
SID:020,6,IROD1B,TOSAR,MIGOD,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,IROD1B,TOSAR,TOSAR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
