SID:010,5,EKHA1G,RW03R,DB710,LT,P,C,E   , ,010,CF, ,CKR,LT,D, ,      ,0245,0065,0260,0050, ,     ,     ,10000,-,210,    ,   ,CKR,LT,D, , , , , ;
SID:020,5,EKHA1G,RW03R,ADA,LT,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EKHA1G,RW03R,EKHAS,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EKHA1J,RW21L,DB410,LT,P,C,E   , ,010,CF, ,CKR,LT,D, ,      ,2066,0055,2060,0050, ,     ,     ,10000,-,210,    ,   ,CKR,LT,D, , , , , ;
SID:020,5,EKHA1J,RW21L,DB430,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EKHA1J,RW21L,EKHAS,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEME1G,RW03R,DB710,LT,P,C,E   , ,010,CF, ,CKR,LT,D, ,      ,0245,0065,0260,0050, ,     ,     ,10000,-,210,    ,   ,CKR,LT,D, , , , , ;
SID:020,5,KEME1G,RW03R,DB730,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEME1G,RW03R,KEMER,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEME1J,RW21L,DB410,LT,P,C,E   , ,010,CF, ,CKR,LT,D, ,      ,2066,0055,2060,0050, ,     ,     ,10000,-,210,    ,   ,CKR,LT,D, , , , , ;
