APPCH:010,A,H10-Z,CELIA,CELIA,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H10-Z,CELIA,REVME,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,H10-Z,STRIM,STRIM,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,A,H10-Z,STRIM,REVME,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,H,H10-Z, ,REVME,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,18000, ,   ,    ,   , , , , , ,A,F,S;
APPCH:020,H,H10-Z, ,INEDE,K2,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,    ,    ,+,08700,     ,     ,-,160,    ,   ,RW10,K2,P,G, ,A,F,S;
PRDAT: ,          , ,          , ,          ,A,031,A,021, ,   , ,   ,F,S;
APPCH:030,H,H10-Z, ,RW10,K2,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,    ,    , ,06638,     ,     , ,   ,-300,   , , , , , ,A,F,S;
APPCH:040,H,H10-Z, ,OBTUE,K2,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:050,H,H10-Z, ,TILLI,K2,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,13800,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:060,H,H10-Z, ,TILLI,K2,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1184,0080,+,13800,     ,     , ,   ,    ,   , , , , , ,A,F,S;
APPCH:010,A,I10,CHE,CHE,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I10,CHE,REVME,K2,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I10,CHE,REVME,K2,P,C,EE A,R,   ,HF, ,IHDN,K2,P,I,      ,2837,0150,1037,T010,+,09700,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I10, ,REVME,K2,P,C,E  I, ,   ,IF, ,IHDN,K2,P,I,      ,2837,0150,    ,    ,J,09700,08700,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I10, ,INEDE,K2,P,C,E  F, ,   ,CF, ,IHDN,K2,P,I,      ,2837,0082,1040,0068,H,08700,08700,     , ,   ,-300,   ,CHE,K2,D, , ,0,N,S;
APPCH:030,I,I10, ,RW10,K2,P,G,GY M, ,   ,CF, ,IHDN,K2,P,I,      ,2837,0017,1040,0065, ,06638,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I10, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1037,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I10, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I10, ,TILLI,K2,E,A,EY  , ,   ,CF, ,CHE,K2,D, ,      ,1138,0279,1138,0150,+,13300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I10, ,TILLI,K2,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2938,T010,+,13300,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L10,CHE,CHE,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L10,CHE,REVME,K2,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,L10,CHE,REVME,K2,P,C,EE A,R,   ,HF, ,IHDN,K2,P,I,      ,2837,0150,1037,T010,+,09700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L10, ,REVME,K2,P,C,E  I, ,   ,IF, ,IHDN,K2,P,I,      ,2837,0150,    ,    ,+,09700,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L10, ,INEDE,K2,P,C,E  F, ,   ,CF, ,IHDN,K2,P,I,      ,2837,0082,1040,0068,+,08700,     ,     , ,   ,    ,   ,CHE,K2,D, , ,0,D,S;
APPCH:030,L,L10, ,RW10,K2,P,G,GY M, ,   ,CF, ,IHDN,K2,P,I,      ,2837,0017,1040,0065, ,06638,     ,     , ,   ,-301,   , , , , , ,0,D,S;
APPCH:040,L,L10, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1037,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,L,L10, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,L,L10, ,TILLI,K2,E,A,EY  , ,   ,CF, ,CHE,K2,D, ,      ,1138,0279,1138,0150,+,13300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,L,L10, ,TILLI,K2,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2938,T010,+,13300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R10-Y,CELIA,CELIA,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Y,CELIA,REVME,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1293,0193,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R10-Y,CHE,CHE,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Y,CHE,REVME,K2,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,2805,0095,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R10-Y,CHE,REVME,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1036,0070,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R10-Y,MEKWY,MEKWY,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Y,MEKWY,REVME,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1536,0058,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R10-Y,STRIM,STRIM,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Y,STRIM,REVME,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0617,0165,+,09700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R10-Y, ,REVME,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R10-Y, ,INEDE,K2,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,1036,0068,+,08700,     ,     , ,   ,    ,   ,RW10,K2,P,G,A,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R10-Y, ,ZULON,K2,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1036,0025,V,07900,07900,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R10-Y, ,RW10,K2,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1036,0040, ,06638,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R10-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1036,    ,+,06791,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R10-Y, ,OBTUE,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
