STAR:010,5,ELSO2K,RW12,ELSOV,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,ELSO2K,RW12,LUTOP,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ELSO2L,RW30,ELSOV,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,ELSO2L,RW30,SISBA,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ELSO2L,RW30,RUBSO,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ELSO2L,RW30,MAVUP,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:050,5,ELSO2L,RW30,RUBAX,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EROK2K,RW12,EROKU,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,EROK2K,RW12,IPLUV,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:025,5,EROK2K,RW12,EMKIK,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,EROK2K,RW12,ETNUP,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:040,5,EROK2K,RW12,LUTOP,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EROK2L,RW30,EROKU,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,EROK2L,RW30,RUBAX,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ERTO2L,RW30,ERTOP,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,ERTO2L,RW30,IPLUV,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,ERTO2L,RW30,RUBAX,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ERTO3K,RW12,ERTOP,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:015,5,ERTO3K,RW12,EMKIK,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ERTO3K,RW12,ETNUP,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,ERTO3K,RW12,LUTOP,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LUME2K,RW12,LUMME,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,LUME2K,RW12,LUTOP,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LUME2L,RW30,LUMME,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
STAR:020,5,LUME2L,RW30,ETNUP,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,LUME2L,RW30,EMKIK,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,LUME2L,RW30,IPLUV,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:050,5,LUME2L,RW30,RUBAX,EF,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,RERG2L,RW30,RERGA,EF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EFJY,EF,P,A, , , , ;
