SID:010,1,ASUKA7,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ASUKA7,RW09, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ASUKA7,RW09,YOE07,RJ,P,C,EY  , ,   ,CF, ,YOE,RJ,D, ,      ,2810,0071,2810,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ASUKA7,RW09,ASUKA,RJ,E,A,EE  ,R,   ,CF,Y,KCE,RJ,D, ,      ,0862,0406,0860,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ASUKA7,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1340,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ASUKA7,RW13, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ASUKA7,RW13,YOE07,RJ,P,C,EY  , ,   ,CF, ,YOE,RJ,D, ,      ,2810,0071,2810,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ASUKA7,RW13,ASUKA,RJ,E,A,EE  ,R,   ,CF,Y,KCE,RJ,D, ,      ,0862,0406,0860,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ASUKA7,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ASUKA7,RW27,YOE07,RJ,P,C,EY  , ,   ,CF, ,YOE,RJ,D, ,      ,2810,0071,2810,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ASUKA7,RW27,ASUKA,RJ,E,A,EE  ,R,   ,CF,Y,KCE,RJ,D, ,      ,0862,0406,0860,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ASUKA7,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3140,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ASUKA7,RW31,YOE07,RJ,P,C,EY  , ,   ,CF, ,YOE,RJ,D, ,      ,2810,0071,2810,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ASUKA7,RW31,ASUKA,RJ,E,A,EE  ,R,   ,CF,Y,KCE,RJ,D, ,      ,0862,0406,0860,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ASUKA7,KCC,ASUKA,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:030,3,ASUKA7,KCC,KCC,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IZUMI2,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IZUMI2,RW09, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IZUMI2,RW09,IZUMI,RJ,E,A,EE  , ,   ,CF, ,YOE,RJ,D, ,      ,2296,0126,2290,0050,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IZUMI2,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1340,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IZUMI2,RW13, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,2590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IZUMI2,RW13,IZUMI,RJ,E,A,EE  , ,   ,CF, ,YOE,RJ,D, ,      ,2296,0126,2290,0060,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IZUMI2,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IZUMI2,RW27,IZUMI,RJ,E,A,EE  , ,   ,CF, ,YOE,RJ,D, ,      ,2296,0126,2290,0120,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IZUMI2,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3140,    ,+,00540,     ,14000, ,   ,    ,   , , , , , , , , ;
