SID:010,5,EMPO3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,EMPO3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,EMPO3A,RW26,EMPOM,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMPO3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,EMPO3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,EMPO3B,RW08,TU363,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,EMPO3B,RW08,EMPOM,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IPMO3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,IPMO3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,IPMO3A,RW26,TU366,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,IPMO3A,RW26,VESEK,EF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IPMO3A,RW26,IPMOT,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IPMO3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,IPMO3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,IPMO3B,RW08,IPMOT,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIVL3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,LIVL3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,LIVL3A,RW26,LIVLU,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIVL3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,LIVL3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,LIVL3B,RW08,TU363,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,LIVL3B,RW08,LIVLU,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIRP3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,NIRP3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,NIRP3A,RW26,TU367,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,NIRP3A,RW26,NIRPU,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIRP3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,NIRP3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,NIRP3B,RW08,TU364,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,NIRP3B,RW08,NIRPU,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTKI3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,OTKI3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,OTKI3A,RW26,OTKIL,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OTKI3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,OTKI3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,OTKI3B,RW08,TU364,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,OTKI3B,RW08,LOMTU,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,OTKI3B,RW08,OTKIL,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UPAP3A,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2570,    ,+,00550,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,UPAP3A,RW26,TU365,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,UPAP3A,RW26,TU366,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,UPAP3A,RW26,UPAPU,EF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UPAP3B,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,00540,     ,05000, ,   ,    ,   ,EFTU,EF,P,A, , , , ;
SID:020,5,UPAP3B,RW08,TU362,EF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,UPAP3B,RW08,TU363,EF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
