RWY:RW02 ,     ,      ,02356, ,    , ,   ;
RWY:RW06 ,     ,      ,02356, ,    , ,   ;
RWY:RW10 ,     ,      ,02356, ,    , ,   ;S42014727,W071104130,0000;
RWY:RW20 ,     ,      ,02356, ,    , ,   ;
RWY:RW24 ,     ,      ,02356, ,    , ,   ;
RWY:RW28 ,     ,      ,02356, ,    , ,   ;S42015444,W071100109,0000;
