SID:030,1,GAPP7,RW19B,BARTN,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,0900,0145,0900,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,GAPP7,RW19B,OSI,K2,D, ,V   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,GAPP7,RW19B,OSI,K2,D, ,VE  , ,   ,FM, ,OSI,K2,D, ,      ,0000,0000,2080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,GAPP7,RW28B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2840,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,GAPP7,RW28B,NORMM,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,2810,0129,2810,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,GAPP7,RW28B,NORMM,K2,P,C,EE  , ,   ,FM, ,SFO,K2,D, ,      ,2810,0129,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GNNRR3,RW28B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2840,    ,+,00513,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GNNRR3,RW28B,GNNRR,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR3,ALCOA,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR3,ALCOA,ALCOA,P,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR3,AMAKR,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR3,AMAKR,STINS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GNNRR3,AMAKR,AMAKR,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR3,BEBOP,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR3,BEBOP,BEBOP,P,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GNNRR3,CINNY,GNNRR,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,GNNRR3,CINNY,CINNY,K2,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MOLEN9,RW10B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1040,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MOLEN9,RW10B,SIPLY,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,0900,0070,0900,0070,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MOLEN9,RW10B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MOLEN9,RW10B,STINS,K2,E,A,E   ,R,   ,CF, ,PYE,K2,D, ,      ,1440,0162,3240,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,MOLEN9,RW10B,MOLEN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MOLEN9,RW19B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1940,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MOLEN9,RW19B, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MOLEN9,RW19B,SIPLY,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,0900,0070,0900,0030,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MOLEN9,RW19B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,MOLEN9,RW19B,STINS,K2,E,A,E   ,R,   ,CF, ,PYE,K2,D, ,      ,1440,0162,3240,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,MOLEN9,RW19B,MOLEN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MOLEN9,RW28B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2840,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MOLEN9,RW28B,WESLA,K2,P,C,E   , ,   ,CF, ,SFO,K2,D, ,      ,2810,0057,2810,0060,+,01800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MOLEN9,RW28B,MOLEN,K2,E,A,EE  , ,   ,CF, ,SFO,K2,D, ,      ,2870,0408,2870,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,MOLEN9,ENI,MOLEN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,MOLEN9,ENI,ENI,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIITE3,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0140,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,NIITE3,RW01B,MDBAY,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIITE3,RW01B,HUSSH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,NIITE3,RW01B,NIITE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,NIITE3,RW28B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2840,    ,+,00520,     ,18000,-,220,    ,   , , , , , , , , ;
SID:020,4,NIITE3,RW28B,GALOO,K2,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,NIITE3,RW28B,NIITE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,DEDHD,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,DEDHD,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,DEDHD,DEDHD,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,GOBBS,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,GOBBS,GOBBS,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,GRTFL,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,GRTFL,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,GRTFL,GRTFL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,MOGEE,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,MOGEE,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,MOGEE,MOGEE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,ORRCA,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,ORRCA,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,ORRCA,ORRCA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,SYRAH,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,SYRAH,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,SYRAH,TAMMM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,NIITE3,SYRAH,SYRAH,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NIITE3,TIPRE,NIITE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,NIITE3,TIPRE,REBAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NIITE3,TIPRE,TIPRE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OFFSH2,RW01B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0140,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OFFSH2,RW01B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,OFFSH2,RW01B,SEPDY,K2,P,C,EY  , ,   ,CF, ,SFO,K2,D, ,      ,3500,0040,3500,0030,+,01600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,OFFSH2,RW01B, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,OFFSH2,RW01B,WAMMY,K2,E,A,E   , ,   ,CF, ,PYE,K2,D, ,      ,1510,0330,1510,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,OFFSH2,RW01B,SEGUL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OFFSH2,RW28B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2840,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OFFSH2,RW28B,SENZY,K2,P,C,EY  , ,   ,CF, ,SFO,K2,D, ,      ,2810,0060,2810,0060,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,OFFSH2,RW28B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,OFFSH2,RW28B,WAMMY,K2,E,A,E   , ,   ,CF, ,PYE,K2,D, ,      ,1510,0330,1510,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,OFFSH2,RW28B,SEGUL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OFFSH2, ,SEGUL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,OFFSH2, ,CYPRS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OFFSH2, ,MCKEY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,OFFSH2,FLW,MCKEY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,OFFSH2,FLW,MQO,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,OFFSH2,FLW,FLW,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,OFFSH2,GVO,MCKEY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,OFFSH2,GVO,MQO,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,OFFSH2,GVO,GVO,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,OFFSH2,RZS,MCKEY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,OFFSH2,RZS,MQO,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,OFFSH2,RZS,RZS,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,OFFSH2,SXC,MCKEY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,OFFSH2,SXC,DAISY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,OFFSH2,SXC,BENET,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,OFFSH2,SXC,SXC,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SAHEY4,RW10L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1040,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,SAHEY4,RW10L,ORYAN,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SAHEY4,RW10L,SAHEY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SAHEY4,RW10R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1040,    ,+,00520,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,SAHEY4,RW10R,URRSA,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SAHEY4,RW10R,SAHEY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SAHEY4,RW19B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1940,    ,+,00520,     ,18000,-,250,    ,   , , , , , , , , ;
SID:020,4,SAHEY4,RW19B,SAHEY,K2,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SAHEY4,KAYEX,SAHEY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,SAHEY4,KAYEX,MAAYS,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SAHEY4,KAYEX,MCOVY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SAHEY4,KAYEX,KAYEX,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SAHEY4,KTINA,SAHEY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,SAHEY4,KTINA,MAAYS,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SAHEY4,KTINA,MCOVY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SAHEY4,KTINA,KTINA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SAHEY4,NTELL,SAHEY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,SAHEY4,NTELL,CIITY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SAHEY4,NTELL,HOPII,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SAHEY4,NTELL,NTELL,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SAHEY4,SUSEY,SAHEY,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,SAHEY4,SUSEY,MAAYS,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SAHEY4,SUSEY,MCOVY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SAHEY4,SUSEY,SUSEY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SFO4,RW01B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0140,    ,+,00420,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SFO4,RW01B, , , , ,    , ,   ,VD, ,SFO,K2,D, ,      ,    ,    ,0330,0060,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SFO4,RW01B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
