SID:010,2,DIDI1C,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3370,    ,+,00810,     ,06000, ,   ,    ,   ,MKN,LG,D, , , , , ;
SID:020,2,DIDI1C,RW34,D336D,LG,P,C,EY  , ,   ,CF, ,MKN,LG,D, ,      ,3360,0040,3360,0030, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,DIDI1C,RW34,D299I,LG,P,C,E   , ,   ,CF, ,MKN,LG,D, ,      ,2990,0090,2550,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIDI1C,RW34,D211I,LG,P,C,E   ,L,   ,AF, ,MKN,LG,D, ,      ,2110,0090,2990,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,DIDI1C,RW34,DIDIS,LG,E,A,EEC , ,   ,CF, ,MKN,LG,D, ,      ,1949,0150,1950,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIDI1D,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3370,    ,+,00810,     ,06000, ,   ,    ,   ,MKN,LG,D, , , , , ;
SID:020,2,DIDI1D,RW34,D336D,LG,P,C,EY  , ,   ,CF, ,MKN,LG,D, ,      ,3360,0040,3360,0030, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,DIDI1D,RW34,MKN,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,260,    ,   , , , , , , , , ;
SID:040,2,DIDI1D,RW34, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,DIDI1D,RW34,DIDIS,LG,E,A,EEC , ,   ,CF, ,MKN,LG,D, ,      ,1949,0150,1950,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,DIDI1E,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1570,    ,+,00810,     ,06000, ,   ,    ,   ,MKN,LG,D, , , , , ;
SID:010,2,DIDI1E,RW16,MKN,LG,D, ,V   , ,   ,FA, ,MKN,LG,D, ,      ,0000,0000,1560,    ,+,01500,     ,     ,-,225,    ,   , , , , , , , , ;
SID:020,2,DIDI1E,RW16,MKN,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,2,DIDI1E,RW16, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIDI1E,RW16,DIDIS,LG,E,A,EEC , ,   ,CF, ,MKN,LG,D, ,      ,1949,0150,1950,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,DIDI1F,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3370,    ,+,00810,     ,06000, ,   ,    ,   ,MKO,LG,P,N, , , , ;
SID:010,2,DIDI1F,RW34,MKO,LG,P,N,E   , ,   ,FD, ,MKN,LG,D, ,      ,0970,0000,3360,0040, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:020,2,DIDI1F,RW34,MKO,LG,P,N,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,2,DIDI1F,RW34, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIDI1F,RW34,DIDIS,LG,E,A,EEC , ,   ,CF, ,MKN,LG,D, ,      ,1949,0150,1950,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIDI1G,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1570,    ,+,00810,     ,06000, ,   ,    ,   ,MKO,LG,P,N, , , , ;
SID:015,2,DIDI1G,RW16,MKO,LG,P,N,E   , ,   ,FA, ,MKN,LG,D, ,      ,0970,0000,1560,    ,+,01500,     ,     ,-,225,    ,   , , , , , , , , ;
SID:020,2,DIDI1G,RW16,MKO,LG,P,N,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,2,DIDI1G,RW16, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIDI1G,RW16,DIDIS,LG,E,A,EEC , ,   ,CF, ,MKN,LG,D, ,      ,1949,0150,1950,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LETS1D,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3370,    ,+,00810,     ,06000, ,   ,    ,   ,MKN,LG,D, , , , , ;
SID:020,2,LETS1D,RW34,D336D,LG,P,C,EY  , ,   ,CF, ,MKN,LG,D, ,      ,3360,0040,3360,0030, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
