SID:020,5,ASMA4D, ,FM020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4D, ,FM021,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,ASMA4D, ,ELNUG,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4D, ,MIKOC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4D, ,FILFU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4D, ,FM044,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4D, ,FM046,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4D, ,INRUV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4D, ,LIDMU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4D, ,NOTVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4D, ,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA4E,RW36,DER36,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:015,5,ASMA4E,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ASMA4E,RW36,FM032,LT,P,C,E   , ,   ,CF, ,IST,LT,D, ,      ,3565,0253,0240,0060,+,02200,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ASMA4E,RW36,FM033,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4E,RW36,FM034,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4E,RW36,FILFU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4E,RW36,FM044,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4E,RW36,FM046,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4E,RW36,INRUV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4E,RW36,LIDMU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4E,RW36,NOTVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4E,RW36,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ASMA4F,RW16L,DE16L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4F,RW16L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4F,RW16L,FM047,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2733,0228,2050,0050,+,02100,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,4,ASMA4F,RW16R,DE16R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4F,RW16R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4F,RW16R,FM047,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2733,0228,2040,0050,+,02100,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,5,ASMA4F, ,FM047,LT,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,12000,-,240,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,5,ASMA4F, ,FM054,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4F, ,ASGAX,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4F, ,VRACA,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4F, ,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4F, ,NASNA,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4F, ,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4F, ,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4F, ,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4F, ,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4F, ,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ASMA4G,RW17L,DE17L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4G,RW17L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4G,RW17L,FM052,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2751,0190,1740,0040,+,01800,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,4,ASMA4G,RW17R,DE17R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4G,RW17R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4G,RW17R,FM052,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2751,0190,1720,0040,+,01800,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,5,ASMA4G, ,FM052,LT,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01800,     ,12000,-,240,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,5,ASMA4G, ,FM054,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4G, ,ASGAX,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4G, ,VRACA,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4G, ,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4G, ,NASNA,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4G, ,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4G, ,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4G, ,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4G, ,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4G, ,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA4H,RW18,DER18,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:015,5,ASMA4H,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ASMA4H,RW18,FM072,LT,P,C,E   , ,   ,CF, ,IST,LT,D, ,      ,3575,0133,1420,0050,+,02030,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ASMA4H,RW18,FM074,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4H,RW18,TIBNU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4H,RW18,FM076,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4H,RW18,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4H,RW18,NASNA,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4H,RW18,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4H,RW18,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4H,RW18,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4H,RW18,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,ASMA4H,RW18,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ASMA4Q,RW34L,DE34L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4Q,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4Q,RW34L,FM017,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2991,0274,3240,0050,+,02000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,4,ASMA4Q,RW34R,DE34R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4Q,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4Q,RW34R,FM017,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2991,0274,3230,0050,+,02000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,5,ASMA4Q, ,FM017,LT,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,12000,-,240,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,5,ASMA4Q, ,FM018,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4Q, ,FM019,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4Q, ,ELNUG,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,ASMA4Q, ,MIKOC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4Q, ,FILFU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4Q, ,FM043,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4Q, ,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4Q, ,NENVI,LT,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4Q, ,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4Q, ,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4Q, ,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,ASMA4Q, ,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ASMA4R,RW35L,DE35L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4R,RW35L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4R,RW35L,FM012,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,3042,0243,3550,0050,+,01750,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,4,ASMA4R,RW35R,DE35R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4R,RW35R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4R,RW35R,FM012,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,3042,0243,3540,0050,+,01750,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,5,ASMA4R, ,FM012,LT,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01750,     ,12000,-,240,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,5,ASMA4R, ,FM020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4R, ,FM021,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,ASMA4R, ,ELNUG,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:037,5,ASMA4R, ,MIKOC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA4R, ,FILFU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4R, ,FM043,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4R, ,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4R, ,NENVI,LT,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4R, ,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4R, ,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4R, ,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4R, ,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA4S,RW36,DER36,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,5,ASMA4S,RW36, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3540,    ,+,00760,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA4S,RW36,FM032,LT,P,C,E   , ,   ,CF, ,BKZ,LT,D, ,      ,3121,0210,0240,0060,+,02200,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,ASMA4S,RW36,FM033,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA4S,RW36,FM034,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA4S,RW36,FILFU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA4S,RW36,FM043,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA4S,RW36,ROCHE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ASMA4S,RW36,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,ASMA4S,RW36,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,ASMA4S,RW36,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,ASMA4S,RW36,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,ASMA4S,RW36,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ASMA4T,RW16L,DE16L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4T,RW16L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ASMA4T,RW16L,FM047,LT,P,C,EE  , ,   ,CF, ,BKZ,LT,D, ,      ,2733,0228,2050,0050,+,02100,     ,     ,-,240,    ,   , , , , , , , , ;
SID:010,4,ASMA4T,RW16R,DE16R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,LTFM,LT,P,A, , , , ;
SID:020,4,ASMA4T,RW16R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1740,    ,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
