SID:010,2,HUE1A,RW12R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1220,    ,+,02170,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,HUE1A,RW12R,HUE,LE,D, ,V   , ,   ,FA, ,HUE,LE,D, ,      ,0000,0000,1150,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HUE1A,RW12R,HUE,LE,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HUE1B,RW30L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3020,    ,+,02170,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,HUE1B,RW30L,HUE,LE,D, ,V   , ,   ,FA, ,HUE,LE,D, ,      ,0000,0000,3090,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HUE1B,RW30L,HUE,LE,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D30L,HUE,HUE,LE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:020,A,D30L,HUE,HUE,LE,D, ,V   , ,   ,FD, ,HUE,LE,D, ,      ,0000,0000,1360,0100, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D30L,HUE,CD30L,LE,P,C,EE B,L,   ,CF,Y,HUE,LE,D, ,      ,1170,0100,2970,0010,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D30L, ,CD30L,LE,P,C,E  I, ,   ,IF, ,HUE,LE,D, ,      ,1170,0100,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D30L, ,FD30L,LE,P,C,E  F, ,   ,CF, ,HUE,LE,D, ,      ,1170,0050,2970,0050,+,03200,     ,     , ,   ,    ,   ,HUE,LE,D, , ,0, ,S;
APPCH:030,D,D30L, ,MD30L,LE,P,C,E  M, ,   ,CF, ,HUE,LE,D, ,      ,1170,0020,2970,0030, ,02229,     ,     , ,   ,-320,   , , , , , ,0, ,S;
APPCH:040,D,D30L, ,HUE,LE,D, ,V M , ,   ,CF, ,HUE,LE,D, ,      ,0000,0000,2970,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D30L, ,HUE,LE,D, ,V   , ,   ,FA, ,HUE,LE,D, ,      ,0000,0000,3100,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D30L, ,HUE,LE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D30L, ,HUE,LE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0930,T010,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW12L,     ,      ,01768, ,    , ,   ;N42045675,W000193577,0000;
RWY:RW12R,     ,      ,01768, ,    , ,   ;N42045132,W000193829,0000;
RWY:RW30L,     ,      ,01699, ,    , ,   ;N42041444,W000182152,0000;
RWY:RW30R,     ,      ,01756, ,    , ,   ;N42044595,W000191329,0000;
