SID:010,5,ANEG1A,RW18L,CU700,MM,P,C,EY  , ,   ,CF, ,CUU,MM,D, ,      ,1834,0115,1830,0100, ,     ,     ,18500, ,   ,    ,   ,CUU,MM,D, , , , , ;
SID:020,5,ANEG1A,RW18L,ANEGI,MM,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANEG2B,RW36R,CU600,MM,P,C,EY  , ,   ,CF, ,CUU,MM,D, ,      ,0023,0100,0030,0100, ,     ,     ,18500, ,   ,    ,   ,CUU,MM,D, , , , , ;
SID:020,5,ANEG2B,RW36R,CU601,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANEG2B,RW36R,CU602,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANEG2B,RW36R,CU603,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANEG2B,RW36R,ANEGI,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AXEP1A,RW18L,CU700,MM,P,C,EY  , ,   ,CF, ,CUU,MM,D, ,      ,1834,0115,1830,0100, ,     ,     ,18500, ,   ,    ,   ,CUU,MM,D, , , , , ;
SID:020,5,AXEP1A,RW18L,CU706,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AXEP1A,RW18L,CU707,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,16500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AXEP1A,RW18L,AXEPA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AXEP1B,RW36R,CU600,MM,P,C,EY  , ,   ,CF, ,CUU,MM,D, ,      ,0023,0100,0030,0100, ,     ,     ,18500, ,   ,    ,   ,CUU,MM,D, , , , , ;
SID:020,5,AXEP1B,RW36R,CU601,MM,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
