APPCH:010,A,I25,JHW,JHW,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I25,JHW,KRAUS,K6,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I25,JHW,KRAUS,K6,P,C,EE A,R,   ,HF, ,IJHW,K6,P,I,      ,0690,0074,2490,T010,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I25, ,CFCJJ,K6,P,C,E  I, ,   ,IF, ,IJHW,K6,P,I,      ,0689,0114,    ,    ,J,03800,03800,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I25, ,KRAUS,K6,P,C,E  F, ,   ,CF, ,IJHW,K6,P,I,      ,0690,0074,2490,0040,H,03800,03800,     , ,   ,-300,   ,JHW,K6,D, , ,0,N,S;
APPCH:030,I,I25, ,RW25,K6,P,G,GY M, ,   ,CF, ,IJHW,K6,P,I,      ,0689,0010,2490,0064, ,01767,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,02420,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I25, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I25, ,KRAUS,K6,P,C,EY  , ,   ,CF, ,ETG,K6,D, ,      ,3337,0743,0690,0080,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I25, ,KRAUS,K6,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2490,T010,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L25,JHW,JHW,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L25,JHW,KRAUS,K6,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L25,JHW,KRAUS,K6,P,C,EE A,R,   ,HF, ,IJHW,K6,P,I,      ,0690,0074,2490,T010,+,03800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L25, ,CFCJJ,K6,P,C,E  I, ,   ,IF, ,IJHW,K6,P,I,      ,0689,0114,    ,    ,+,03800,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L25, ,KRAUS,K6,P,C,E  F, ,   ,CF, ,IJHW,K6,P,I,      ,0690,0074,2490,0040,+,03800,     ,     , ,   ,    ,   ,JHW,K6,D, , ,0,N,S;
APPCH:021,L,L25, ,DIPRE,K6,P,C,E S , ,   ,CF, ,IJHW,K6,P,I,      ,0690,0031,2490,0043,+,02420,     ,     , ,   ,-301,   , , , , , ,0,N,S;
APPCH:030,L,L25, ,RW25,K6,P,G,GY M, ,   ,CF, ,IJHW,K6,P,I,      ,0689,0010,2490,0021, ,01767,     ,     , ,   ,-301,   , , , , , ,0,N,S;
APPCH:040,L,L25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,02420,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L25, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1250,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
