RWY:RW02 ,     ,      ,00157, ,    , ,   ;S35040615,E139132645,0000;
RWY:RW09 ,     ,      ,00157, ,    , ,   ;
RWY:RW20 ,     ,      ,00157, ,    , ,   ;S35033528,E139134546,0000;
RWY:RW27 ,     ,      ,00157, ,    , ,   ;
