SID:010,2,BUT01D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0580,    ,+,01970,     ,     , ,   ,    ,   ,LJB,ZY,D, , , , , ;
SID:020,2,BUT01D,RW06,LJB,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,BUT01D,RW06,DUKAG,ZY,E,A,E C ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BUT01D,RW06,CC452,ZY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUT01D,RW06,CC402,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BUT01D,RW06,CC401,ZY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BUT01D,RW06,BUTET,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUT02D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0580,    ,+,01970,     ,     , ,   ,    ,   ,LJB,ZY,D, , , , , ;
SID:020,2,BUT02D,RW06,D,ZY,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,BUT02D,RW06, , , , ,    , ,   ,CR, ,LJB,ZY,D, ,      ,3070,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BUT02D,RW06,DUKAG,ZY,E,A,E C , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUT02D,RW06,CC452,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BUT02D,RW06,CC402,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BUT02D,RW06,CC401,ZY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BUT02D,RW06,BUTET,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUT11D,RW24,D,ZY,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LJB,ZY,D, , , , , ;
SID:030,2,BUT11D,RW24, , , , ,    , ,   ,CD, ,IDD,ZY,D, ,      ,    ,    ,2380,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BUT11D,RW24,DUKAG,ZY,E,A,E C , ,   ,CF, ,LJB,ZY,D, ,      ,2815,0218,2380,0130,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUT11D,RW24,CC452,ZY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:060,2,BUT11D,RW24,CC402,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BUT11D,RW24,CC401,ZY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BUT11D,RW24,BUTET,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUT71D,RW06,CC602,ZY,P,C,EY  , ,   ,CF, ,LJB,ZY,D, ,      ,0054,0186,0580,0080, ,     ,     ,     , ,   ,    ,   ,ZYCC,ZY,P,A, , , , ;
SID:020,5,BUT71D,RW06,CC561,ZY,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUT71D,RW06,CC605,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUT71D,RW06,CC567,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:050,5,BUT71D,RW06,CC410,ZY,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
