SID:010,2,BUB01D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB01D,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB01D,RW05,BUBDI,ZY,E,A,EEC , ,   ,CF, ,HRB,ZY,D, ,      ,0187,0529,0200,0490, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BUB08D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:010,5,BUB08D,RW05,GUXEN,ZY,E,A,E C , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BUB08D,RW05,SULTI,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUB08D,RW05,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUB09D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,5,BUB09D,RW05,HB508,ZY,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BUB09D,RW05,HB551,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUB09D,RW05,IGDOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUB09D,RW05,MIBAG,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUB09D,RW05,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUB11D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,01650,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,BUB11D,RW23,HRB,ZY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BUB11D,RW23,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUB18D,RW23,LS,ZY,D,B,E   , ,   ,CF, ,HRB,ZY,D, ,      ,2306,0140,2290,0130, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,5,BUB18D,RW23,HB509,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUB18D,RW23,HB652,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUB18D,RW23,HB603,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUB18D,RW23,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUB19D,RW23,LS,ZY,D,B,E   , ,   ,CF, ,HRB,ZY,D, ,      ,2306,0140,2290,0130, ,     ,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,5,BUB19D,RW23,HB509,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUB19D,RW23,IGDOS,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUB19D,RW23,MIBAG,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUB19D,RW23,BUBDI,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DUK01D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,2,DUK01D,RW05,LS,ZY,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DUK01D,RW05,PUMUP,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DUK01D,RW05,DUKIR,ZY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DUK09D,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,01480,     ,     , ,   ,    ,   ,HRB,ZY,D, , , , , ;
SID:020,5,DUK09D,RW05,HB508,ZY,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,DUK09D,RW05,HB551,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DUK09D,RW05,HB552,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DUK09D,RW05,HB509,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DUK09D,RW05,BIKOB,ZY,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DUK09D,RW05,HB452,ZY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL167,     ,     , ,   ,    ,   , , , , , , , , ;
