SID:010,5,BUNB1A,RW11L,NB110,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1090,0100,+,04300,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,BUNB1A,RW11L,BUNBO,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUNB1A,NAKHA,BUNBO,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,BUNB1A,NAKHA,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUNB1B,RW11R,NB110,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1080,0100,+,04300,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,BUNB1B,RW11R,BUNBO,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BUNB1B,NAKHA,BUNBO,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,BUNB1B,NAKHA,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIHA1A,RW29L,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0162,+,05000,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,DIHA1A,RW29L,NB291,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIHA1A,RW29L,NUCOC,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIHA1A,RW29L,DIHAI,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DIHA1A,DEN1A,DIHAI,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,DIHA1A,DEN1A,DENMO,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DIHA1A,NAK1B,DIHAI,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,DIHA1A,NAK1B,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIHA1B,RW29R,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0165,+,05000,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,DIHA1B,RW29R,NB291,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIHA1B,RW29R,NUCOC,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIHA1B,RW29R,DIHAI,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DIHA1B,DEN1A,DIHAI,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,DIHA1B,DEN1A,DENMO,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DIHA1B,NAK1B,DIHAI,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,DIHA1B,NAK1B,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FINA1A,RW29L,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0162,+,05000,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,FINA1A,RW29L,NB292,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FINA1A,RW29L,NB293,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FINA1A,RW29L,SONTA,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,FINA1A,RW29L,FINAM,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FINA1A,NAH1B,FINAM,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,FINA1A,NAH1B,NAH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FINA1B,RW29R,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0165,+,05000,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,FINA1B,RW29R,NB292,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FINA1B,RW29R,NB293,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FINA1B,RW29R,SONTA,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,FINA1B,RW29R,FINAM,VV,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,FINA1B,NAH1B,FINAM,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,6,FINA1B,NAH1B,NAH,VV,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HAKA2A,RW11B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,00540,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,2,HAKA2A,RW11B, , , , ,    , ,   ,VD, ,NOB,VV,D, ,      ,    ,    ,1090,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HAKA2A,RW11B,NOB,VV,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HAKA2A,RW11B,HAKAO,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HAKA2A,RW11B,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HAKA2B,RW29B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2890,    ,+,00540,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,2,HAKA2B,RW29B, , , , ,    , ,   ,VD, ,NOB,VV,D, ,      ,    ,    ,2890,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HAKA2B,RW29B,NOB,VV,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HAKA2B,RW29B,HAKAO,VV,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HAKA2B,RW29B,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HAKA2C,RW11B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,03000,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:021,2,HAKA2C,RW11B, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0010,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HAKA2C,RW11B,HAKAO,VV,E,A,E C , ,   ,CF, ,NOB,VV,D, ,      ,0400,0394,0400,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HAKA2C,RW11B,NAKHA,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HUVA1D,RW11L,NB110,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1090,0100,+,04300,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,HUVA1D,RW11L,NB111,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HUVA1D,RW11L,NB114,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HUVA1D,RW11L,XARIS,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HUVA1D,RW11L,HUVAN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HUVA1E,RW11R,NB110,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1080,0100,+,04300,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,5,HUVA1E,RW11R,NB111,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HUVA1E,RW11R,NB114,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HUVA1E,RW11R,XARIS,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HUVA1E,RW11R,HUVAN,VV,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
