SID:010,2,ALX2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,ALX2A,RW04R,LMO,LG,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALX2A,RW04R, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0550,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,ALX2A,RW04R,D025Q,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,0253,0170,0250,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALX2A,RW04R,ALX,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALX2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,ALX2B,RW22L,LMO,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,210,    ,   , , , , , , , , ;
SID:025,2,ALX2B,RW22L,D025Q,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALX2B,RW22L,ALX,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KORO2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,KORO2A,RW04R,LMO,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,KORO2A,RW04R,STINO,LG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KORO2A,RW04R,KOROS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KORO2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,KORO2B,RW22L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KORO2B,RW22L,STINO,LG,E,A,E C , ,   ,CF, ,LMO,LG,D, ,      ,1920,0206,1920,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KORO2B,RW22L,KOROS,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KPL2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,KPL2A,RW04R,LMO,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,KPL2A,RW04R, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3600,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:027,2,KPL2A,RW04R,D330Z,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,3296,0260,3300,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KPL2A,RW04R,KPL,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KPL2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,KPL2B,RW22L,LMO,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,KPL2B,RW22L, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3000,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:027,2,KPL2B,RW22L,D330Z,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,3296,0260,3300,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KPL2B,RW22L,KPL,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MES2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,MES2A,RW04R,LMO,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,210,    ,   , , , , , , , , ;
SID:025,2,MES2A,RW04R,D157O,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MES2A,RW04R,MES,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MES2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,MES2B,RW22L,LMO,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,MES2B,RW22L, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1870,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:027,2,MES2B,RW22L,D157O,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,1574,0150,1570,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MES2B,RW22L,MES,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NILV2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,NILV2A,RW04R,LMO,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,210,    ,   , , , , , , , , ;
SID:025,2,NILV2A,RW04R,D145N,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NILV2A,RW04R,NILVA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NILV2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,NILV2B,RW22L,LMO,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,NILV2B,RW22L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1750,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:027,2,NILV2B,RW22L,D145N,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,1448,0140,1450,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NILV2B,RW22L,NILVA,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERE2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,PERE2A,RW04R,LMO,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,PERE2A,RW04R, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3300,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:027,2,PERE2A,RW04R,D300Y,LG,P,C,E   , ,   ,CF, ,LMO,LG,D, ,      ,3003,0250,3000,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PERE2A,RW04R,PEREN,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PERE2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,02500,     ,04000, ,   ,    ,   ,LMO,LG,D, , , , , ;
SID:020,2,PERE2B,RW22L,LMO,LG,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,PERE2B,RW22L, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
