SID:010,2,ABME2A,RW12,CI,UI,D,B,EY  , ,   ,CF, ,BRT,UI,D, ,      ,0787,1395,1210,0030, ,     ,     ,04490, ,   ,    ,   ,CI,UI,D,B, , , , ;
SID:020,2,ABME2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1210,    ,+,02710,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ABME2A,RW12, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABME2A,RW12,ABMEN,UI,E,A,E C , ,   ,CF, ,BRT,UI,D, ,      ,0894,1326,1950,0200,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABME2A,RW12,OKDIR,UI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABME2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3010,    ,+,02710,     ,04490, ,   ,    ,   ,CI,UI,D,B, , , , ;
SID:020,2,ABME2B,RW30, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABME2B,RW30,ABMEN,UI,E,A,E C , ,   ,CF, ,BRT,UI,D, ,      ,0894,1326,1950,0190,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABME2B,RW30,OKDIR,UI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATME2A,RW12,CI,UI,D,B,EY  , ,   ,CF, ,BRT,UI,D, ,      ,0787,1395,1210,0030, ,     ,     ,04490, ,   ,    ,   ,CI,UI,D,B, , , , ;
SID:020,2,ATME2A,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1210,    ,+,02710,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,ATME2A,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATME2A,RW12,ATMER,UI,E,A,E C , ,   ,CF, ,BRT,UI,D, ,      ,0776,1639,0770,0180,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATME2A,RW12,INTAK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATME2B,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3010,    ,+,02710,     ,04490, ,   ,    ,   ,CI,UI,D,B, , , , ;
SID:020,2,ATME2B,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATME2B,RW30,ATMER,UI,E,A,E C , ,   ,CF, ,BRT,UI,D, ,      ,0776,1639,0770,0160,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
