APPCH:010,A,D36,SZW,SZW,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36,SZW,HAKUT,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36,SZW,HAKUT,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,3530,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36, ,HAKUT,K7,P,C,E  I, ,   ,IF, ,SZW,K7,D, ,      ,1734,0210,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36, ,DACAR,K7,P,C,E  F, ,   ,CF, ,SZW,K7,D, ,      ,1734,0145,3530,0065,+,01600,     ,     , ,   ,    ,   ,SZW,K7,D, ,A,0, ,S;
APPCH:025,D,D36, ,XBEGN,K7,P,C,E S , ,   ,CF, ,SZW,K7,D, ,      ,1734,0118,3530,0027,+,00740,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D36, ,RW36,K7,P,G,G  M, ,   ,CF, ,SZW,K7,D, ,      ,1734,0098,3530,0020, ,00101,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D36, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3530,    ,+,00490,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36, ,SZW,K7,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36, ,QUILL,K7,E,A,E   , ,   ,CF, ,SZW,K7,D, ,      ,2877,0118,2880,0118, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D36, ,QUILL,K7,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1080,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I27,CODYS,CODYS,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I27,CODYS,OLUGY,K7,E,A,EE B, ,   ,CF, ,IPLQ,K7,P,I,      ,0945,0112,3070,0080,+,02600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I27,SZW,SZW,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I27,SZW,GACED,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I27,SZW,GACED,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,2740,T010,+,01800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I27, ,OLUGY,K7,E,A,E  I, ,   ,IF, ,IPLQ,K7,P,I,      ,0945,0112,    ,    ,J,02600,01800,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I27, ,GACED,K7,P,C,E  F, ,   ,CF, ,IPLQ,K7,P,I,      ,0945,0068,2740,0044,H,01800,01800,     , ,   ,-300,   ,SZW,K7,D, ,A,0,N,S;
APPCH:030,I,I27, ,RW27,K7,P,G,G  M, ,   ,CF, ,IPLQ,K7,P,I,      ,0945,0015,2740,0053, ,00107,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I27, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I27, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0920,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I27, ,GACED,K7,P,C,E   , ,   ,CF, ,SZW,K7,D, ,      ,1405,0124,1400,0070,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I27, ,GACED,K7,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2740,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I36,CTY,CTY,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36,CTY,ADDAX,K7,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36,CTY,VANNS,K7,P,C,EE B, ,   ,TF, ,ITLH,K7,P,I,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36,SZW,SZW,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36,SZW,BUPYA,K7,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36,SZW,BUPYA,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0040,T010,+,01600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36, ,VANNS,K7,P,C,E  I, ,   ,IF, ,ITLH,K7,P,I,      ,1845,0175,    ,    ,J,05000,01600,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36, ,BUPYA,K7,P,C,E  F, ,   ,CF, ,ITLH,K7,P,I,      ,1845,0060,0040,0115,H,01600,01600,     , ,   ,-300,   ,SZW,K7,D, ,A,0,D,S;
APPCH:030,I,I36, ,RW36,K7,P,G,G  M, ,   ,CF, ,ITLH,K7,P,I,      ,1845,0013,0040,0047, ,00101,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,00490,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I36, ,SZW,K7,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I36, ,SZW,K7,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1820,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R09,CONPA,CONPA,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R09,CONPA,RAGKO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R09,MOGPE,MOGPE,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R09,MOGPE,RAGKO,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R09,RAGKO,RAGKO,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0940,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
