SID:010,4,MINDN2,RW34, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3448,    ,+,05240,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,MINDN2,RW34,IBWIC,K2,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,MINDN2,RW34,OZEDU,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,0099,0044, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,MINDN2,RW34,VIKES,K2,E,A,EB H, ,010,TF, , , , , ,      ,    ,    ,0327,0078, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,RNV-A,HUYJO,HUYJO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:020,A,RNV-A,HUYJO,YETDU,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,0984,0030,+,10300,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:030,A,RNV-A,HUYJO,OZEDU,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0984,0039,+,09400,     ,     ,-,240,    ,   , , , , , ,B,P,C;
APPCH:010,A,RNV-A,VIKES,VIKES,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:020,A,RNV-A,VIKES,OZEDU,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2127,0078,+,09400,     ,     ,-,240,    ,   , , , , , ,B,P,C;
APPCH:010,R,RNV-A, ,OZEDU,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09400,     ,18000,-,240,    ,   , , , , , ,B,P,C;
APPCH:020,R,RNV-A, ,IVECI,K2,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1880,0060,+,08100,     ,     , ,   ,    ,   ,RW16,K2,P,G, ,B,P,C;
APPCH:030,R,RNV-A, ,RW16,K2,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1600,0060, ,06600,     ,     , ,   ,-526,   , , , , , ,B,P,C;
APPCH:040,R,RNV-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,05124,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:050,R,RNV-A, ,VIKES,K2,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:060,R,RNV-A, ,VIKES,K2,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2640,0070,+,11000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:010,A,RNV-B,SPOOK,SPOOK,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:020,A,RNV-B,SPOOK,IRPOH,K2,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0643,0245,+,12300,     ,     ,-,250,    ,   , , , , , ,B,P,C;
APPCH:030,A,RNV-B,SPOOK,VOKXY,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,3450,0055,+,10400,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:010,R,RNV-B, ,VOKXY,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10400,     ,18000, ,   ,    ,   , , , , , ,B,P,C;
APPCH:020,R,RNV-B, ,VACNU,K2,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3450,0055,+,08800,     ,     , ,   ,    ,   ,GOWVO,K2,P,C, ,B,P,C;
APPCH:030,R,RNV-B, ,GOWVO,K2,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,3450,0055, ,06480,     ,     , ,   ,-634,   , , , , , ,B,P,C;
APPCH:040,R,RNV-B, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,05124,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:050,R,RNV-B, ,VIKES,K2,E,A,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
APPCH:060,R,RNV-B, ,VIKES,K2,E,A,EE  ,L,   ,HM, , , , , ,      ,    ,    ,2640,0070,+,11000,     ,     , ,   ,    ,   , , , , , ,B,P,C;
RWY:RW12 ,     ,      ,04700,D,    , ,   ;N39001976,W119453076,0000;
RWY:RW12G,     ,      ,04712,D,    , ,   ;N38595967,W119445493,0000;
RWY:RW16 ,     ,+14102,04708,R,    , ,   ;N39004132,W119450713,0000;
RWY:RW30 ,     ,      ,04722,D,    , ,   ;N38594287,W119444314,0000;
RWY:RW30G,     ,      ,04724,D,    , ,   ;N38594540,W119443651,0000;
RWY:RW34 ,     ,+14131,04717,R,    , ,   ;N38592820,W119450678,0000;
